TIME,TRANSCRIPTION (SESOTHO),TRANSLATION (ENGLISH),NOTES,Notes
00:49-01:26,"Le mats`oahong a rona a naha re na le thebe.

Thebe e ne e sebelisoa ke morena Moshoeshoe nakong ea lintoa tsa lifaqane.

Rena le letsatsi leo ho thoeng ke letsatsi la Moshoeshoe le hlahang le alemanakeng ea rona ea naha ea Lesotho.

Letsatsi la Moshoeshoe ke la leshoeme le motso o mong,khoeling ea boraro.

Naha ea rona ea Lesotho e keteka letsatsi lena selemo le selemo.

`Me re lenka e le letsatsi la phomolo,hobane Moshoeshoe ke motho oa bohlokoa haholo ka hare ho naha ea rona ea Lesotho.","Even in our Basotho blankets we have the drawings of Moshoeshoe`s weapons that he used to fight his battles with.

The weapon was used by king Moshoeshoe during the wars.

We have a day that is called Moshoeshoe's day that even appears in our national calendar.

Moshoeshoe's day is on the eleventh of every March every year.

Our country Lesotho celebrates this day every year.

And we consider it as a holiday, because Moshoeshoe is a very important person in our country.",,
01:52-02:02,"Le lethathamong la marena a naha ke eena ea ntseng a hlaha ka holomo.

Le pina ea sechaba e ntse e buoa ka khotso eona eane eo morena Moshoeshoe a ileng a re ke khaitseli ea hae.

Ho tlo ha grade5 ke hona moo ho rutoang ba botebo hore na morena Moshoeshoe oa pele ke mang,le nalane ea Basotho,ho tloha khale ho fihlela kajeno.","Even in the list of kings of the Lesotho, he is the one who appears at the top.

Even in the national anthem it speaks of the peace that the king Moshoeshoe said we as the nation should live with.

In grade 5 they are taught about who is the king Moshoeshoe and the history of Basotho, from the past years till today.",,
02:28-03:22,"Bana boohle ba rutoa hore mothehi oa sechaba sa Basotho ke morena Moshoeshoe oa pele.

Le lipina tse ling tse kang tsa monyanyako le tsa lipapali le tse ling li bina ka eena morena Moshoeshoe.

Le likolong tse nyane tsa likonyana bana ba tseba hore mothehi oa Basotho ke mang.","All children are taught that the founder of the Basotho nation is king Moshoeshoe the first.

And other songs such as wedding songs, sports songs and other songs talk about king Moshoeshoe.

Even in lower schools, children know who the founder of the Basotho nation.

",,
03:22-03:54,"Hona ho bolela hore lebitso la hae le ke ke la timela hoisa khale.


`Me bana ba tseba hore na morena Moshoeshoe o ne a hlahe ka selelo se feng,a hlahela hokae.

A hlokahale ka selemo se feng. makholo a mabeli,empa ea ba lihapuoa ke Bakhothu.

A le lilemo li kae.

`Me o ile a busa Lesotho ka lilemo tse kae.

Morena Moshoeshoe ke motho oa bohlokoa haholo sechabeng sa Basotho.","This means that his name will be remembered forever and will be known by the coming generations.


And the children know where King Moshoeshoe was born and where he lived and grew during his childhood.

When did he die and where?

How old was he?

And he ruled Lesotho for how many years.

King Moshoeshoe was a very important person to Basotho.",,
04:11-05:09,"Basotho ke batho bao e sa leng ba ruha liphoofo ho tloha mothehong oa sechaba sena.

Morena Moshoeshoe ha qala ho khahloa ke baruti o ile a romela likhomo tse makholo a mabeli,empa ea ba lihapuoa ke Bakhothu.
O ile a boela a romela tse ling hape,empa le tsona Bakhothu ba `na ba lihapa.

Empa baruti ba ile ba utloela hore Moshoeshoe o ntse a ba batla hore ba ee Lesotho`me ba fela batla.

Liphoofoflo e sa le Basotho ba phela ka tsona.

Puong ea sechaba sa Basotho hona le puo e thomehileng liphoofolong tseo Basotho ba phelang le tsona.","Basotho are the nation that believed in raising livestock.

When King Moshoeshoe began to be impressed by the church missionaries, he sent two hundred cows, but they were captured by the Bakhothus.

He sent more, but the Bakhothus still captured them.

But the missionaries heard that Moshoeshoe wanted them to go to Lesotho, and they did go to Lesotho.

Animals have been used by the Basotho for a long time.

In the culture of the Basotho, there are also proverbs and idioms that are based on animals like cows.",,
05:10-05:15,"Ke puo e hlahang maeleng a sesotho.

Mohlala,khomo ke molomo o nko e metsi.

Khomo ke phoofoflo e bohlkoa haholo ho Basotho.","We also have Basotho idioms and proverbs.

For example, a cow is an important animal to Basotho.

Because Basotho uses a cow for their ceremonies, rituals and also to offer peace.",,
05:16-06:04,"Basotho ba ruileng liphoofolo hona le ba ikalosetsang tsona,ha ba bang bahirile balisana,ba ba patala ka khoeli.

`Me balisana bana ha ba tlohelloe feela,metseng e meng ha ba qeta ho alosaba kena sekolo bao e bang ha ba ka ba tsoelopele ka lithuto tsa bona.

Ba rutoa ka lithuto tsona tsena tse rutoang sekolong mona.

Le mekhoa e nepahetseng ea ho phela.
","Some Basotho people own animals and take care of them, while others hire shepherds to take care of them and pay them for a month or a year depending on the agreement.

And these shepherds are not left out, in some villages when they don't finish school they are given time to finish their studies and even further more.

They are taught the same subjects that are taught in school here.

And the right ways to make a living.",,
06:04-06:28,"Le mekhoa ea ho hlokomelanaha ea bona.

Le mekhoa e nepahetseng ea ho phela `moho le batho ba bang.

Ba rutoa hape le hore ba ka baballa makhulo joang.","And the better way to take care of themselves.

And the right ways to live together with other people.

They are also taught how to protect the pastures and the community.",,
06:28-07:28,"Ba rutoa hape le ka ho hlokomela lihloliloeng,hore le moloko o tlang o tloli tsebe.

`Me le metseng mona moo ba phelang teng hona le nako eo re ts`oarang lipitso,e le ho tlo arolelana maikutlo a hore na re ka phelisana joang.
","They are also taught to take care of the natural resources , for future use and for the next generation.

And in our villages we held some gatherings where we shared some ideas on how to work together and have a better living. ",,
07:28-08:28,"`Me le bona balisana ba ba le seabo.

Balisanale bona ke batho ba bohlokoa sechabeng.

Nakong eo ba ntseng ba alositse liphoofolo ha ba hlokomela hore bahahlauli ba lahlehile ba ba tataisa.
","And the shepherds also take part in this gathering.

These sheepherders are also important people in the society.

While they are looking after animals, if they see some tourists passing by, they make sure that such tourists are at the right and safe place.",,
08:28-08:40,Re phela `moho le batho bana.,We live together with these people.,,
09:01-09:51,"`Na ke cha ke ts`ola lefapheng la pina.

Ke ngola libuka tsa sesotho.

Ke hatisa `mino.

Pina ke talenta.

`Me pina ke ntho ea bohlokoa haholo sechabeng sa Basotho.

Mosotho ha thabile oa bina.

Ha utoile bohloko oa bina.

Ha hlorile oa bina.

Ha sebetsa ka thata oa bina.

Sena se bolela hore pina ke phetiso ea molaetsa.

Pina ke ntho e monate haholo,e bileng e hlabollang bana.

","I am a musician.

I wrote Sesotho books.

I record music for other musicians.

To sing is a gift and a talent from God.

And singing is a very important thing in Basotho.

When someone is happy, he\she sings.

When he\she is in pain they sing.

When you are sad, you sing.

When he\she works hard he sings.

This means that singing is the way of passing a message.

A song is something that is very fun and uplifting for children.

",,
09:51-09:57,"Ha rea moshoeshoeng rea bina,ke tsela eo re natifisang letsatsi la Moshoeshoe ka eona.","We even sing about Moshoeshoe on his birthday,that's how to celebrate Moshoeshoe's day.",,
09:57-10:51,"Re bina lipina tse fetisang molaetsa.

Bana ba bang ha ba sa sebetse hantle ka sehlopheng ba bina,`me ha tsoa pineng o tla a hlabolohile haholo.

Hoo e ka reng ha fihla ka sehlopheng mosebetsi oa hae oa fetoha.

Ka bokhuts`oane pina ke ho fetisa molaetsa.

Pina ke ho thabisa batho.

Pina ke mokhoa oa puisano.

Le kerekeng re fetisa molaetsa ka mokhoa oa pina,e le ho buisana le ntate Molimo.
Kerekeng lipina tse ling li binoa ha batho ba thabile.","We sing songs that relay a message.

Some students sing when they get a subject very hard, and thus uplift even better after.

And when they go to the next class the mood rate is lifted, making them perform well.

In short, a song is a passing of a message.

Music is also for lifting up sad souls.

Singing is a form of communication.

Even in the church we pass the message in the form of a song, in order to communicate with God.",,
10:51-11:42,"Tse ling li binoa ha batho ba hloname.

Pina e fetisa molaetsa maemong ohle.

Re na le mefuta e fapaneng ea lipina.

Tse ling li binoa ha batho ba nyahame,li ba fa matla ba be morolo.

Tse ling li binoa ka nako ea bochaba,li bina ka morena Moshoeshoe.

Tse ling buoa ka ho bonts`a matla a batho.","In church some songs are sung when people are happy.

Some sing when people are sad.

Singing passes a message in all forms.

We have different kinds of songs.

Some sing when people are depressed, they give them strength and cheer them up.

Some are sung during national celebrations, such as King Moshoeshoe's day

Some songs talk about King Moshoeshoe.",,
11:42-12:03,"Nakong eo Basotho ba eang ntoeng ba ne ba bina lipina tsa ntoa.

Mabitso a lipina tse ling ke bo koli-ea-malla.

Pina e monate e fetisa molaetsa,hape ke talenta.","When the Basotho went to war they sang war songs.

The names of some songs are koli-ea malla ( songs for difficult times).

Singing is passing a message, it is also a talent.",,
12:03-12:33,"Ba bang ba bana ba bina kamoso bophelong.

`Me ha a se a bina ho bolela hore oa tseba hala hohle ka hare le ka ntle ho naha.

Pina e ka fetola bophelo ba bana haholo.

Ka nako e ngoe Ka mengoa meketeng `me a pataloa,hobolela hore bophelo ba hae bo tla fetoha.

Pina ke talenta.","Some of these children who have a gift of singing, they become singers in future.

And when he sings, it means that we can hold some shows in the country and outside the country. 

Singing can change someone's life.

Sometimes I am invited to some ceremonies, parties to sing for them.

Singing is a talent and a gift from God.",,
13:15-14:15,"Re batla ho fetola sekolo sena sa rona.

Hona le nalane le libuka tse ngata tseo re senang tsona.

`Me ha re ka ba le ntlo ea polokelo ea libuka le nalane,ho ka nolofaletsa bana hore ba tsebe ka nalane le meetlo ea Basotho.

Ho latela lenane thuto leo re sebetsang ka lona ,le hloka lisebelisoale lithusa thuto tse ngata.","We want to change this school of ours.

We don’t have teaching materials and a library.

And if we have a library and teaching materials, that can make our work easier.

According to the curriculum we are using, it needs a lot of resources and teaching materials in order to achieve a high passing rate in this school.",,
14:15-14:32,Re hloka le mokhoa oa ho bonesa hore ha pula ena ho le lefifi ka matlong rona a ho rutela bana ba tsebe ho bona letlapeng la ho rutela hantle.,"We also need electricity for the lights because when it rains, it becomes darker in our classrooms so that makes our teaching and learning very difficult.",,
14:32-15:20,"Ho hlokahala le marang-rang e le ho etsetsa bana mosebetsi o bobebe ka ha ba tla fumana sohle seo ba se hlokang marang-rang.

Le lithuto tseo re batlang ho li fetisa li fete ha bobebe.

Ke bothata hape ha re etsa litlhahlojoana tsa mahlale ka ha ha hona lisebelosoa tse feletseng.","The internet is also needed to make teaching and learning easier. 

The internet will change our lives because we can read, download, search and do everything through the internet.

We also encounter some problems when it comes to doing science experiments because there are no suitable materials for the experiments.",,
15:20-15:35,"Tse ling tsa lisebelisoa ha li eo ho hang.

Empa ha re ne re na le mokhoa marang-rang ho ne ho ka ba bobebe ho etsa mosebetsi.","Some of the materials are not there at all.

Having the internet in our school can change our lives and also the performance of the school as students will experience things in life from the internet.",,
15:36-15:49,"Re kopa ho thusa ka tlatsetso kapa lithuso makaleng a amehang,le ho batsoali,ka hore ba rekele bana mehala ea thekeng e le bana ba tle ba tsebe ho sebelisa marang-rang.","We urge for the help from the department of education, parents and some one who would love to donate in our school for the money for the improvement of the school.",,
15:49-16:34,"Qholotso e ngoe ke hore re na le lifate tsa litholoana empa joale ha renalisebelisoa tse omisang perekise,e le hore tle re khone ho rekisa litholoana tse omisitsoeng.
","Another challenge is that we have fruit trees but we don’t have fruit dryers, so the fruits got rotten, leading to loss of a lot of money as we could sell dried fruits.
",,
16:34-17:06,"Hape le ha re ka lema lifate tsa meru kapa tsa litholoana,ha re na maraka moore ka lirekisang teng,`me li qetella li shoele le ke komello.","Also, even if we plant forest or fruit trees, we don't have enough market to sell them, and they end up dying due to drought.",,
17:06-17:27,"A mang a matlo a rona a ho rutela a ea nela nakong eo pula enang,`me sena se setisa thuto ea bana ka ha re lokela ho emisa ho ruta bana.

Ha re ka ba le mokhoa oa li porojeke tseo re hlahisanh lijalo ho ka ba bo bebe ho rona ho rekisa `me ra ba le chelete eo ka eona re ka nchafatsa sekolo sena.","Some of our classrooms get flooded when it rains, and this disrupts the children's education as we have to stop teaching due to darkness.

If we have a way of making projects where we produce crops, it would be easier for us to sell and we have money with which we can renew this school.",,
17:27-18:19,"Tikoloho ea sekolo e tlameha ho shebahala hantle e be makhethe.

Ho be le metako e hlakileng e rutang bana.

Ho be le `mapa oa naha le oa lefats`e e le hore bana ba e tsebe.

Ho be le lithusa thuto tse hlokahalang bakeng sa thuto ea bana.

Ho be le moo bana ba grde1 le grade2 ba bapallang teng hobane ba thabelaho pabala haholo.","The school environment must look good and be neat.

There should be clear drawings that teach children.

There should be a map of the country and the world for the children to learn about it.

There are teaching materials needed for children's education.

The school should have a place where grade 1 and grade 2 students can play because they enjoy playing.",,
18:19-19:06,"R e be le lihlopha tse fapaneng,tsa lithuto tse fapaneng moo bana ba tlang ho qhothisana lehlkoa le ba bang likolong tse fapaneng.

E ka ba lihlopha tse fapaneng lithutong tsa lipalo kapa tsa senyesemane kapa tsa mahlale.

Sena se ka etsa ka bana ba bohlale ba ipabolang lithutong tsa bona.","We have different groups, of different subjects where the students can compete with each other in different schools to improve their learning skills.

They can be different classes of math or english or science.

This can help students to improve their learning skills.",,
19:06-19:24,"E ngoe ke ea hore re ntse re fa bana libuka hore ba bale, empa qholotso ke hore ha rena libuka tse lekaneng ho anela bana kaofela.","One is that we are giving students books to read, but the challenge is that we don't have enough books for all the students.",,
20:02-20:56,"SolarSpelle teng e se ntse e thusa bana.

Le ha e le hore bana ba bang ha bana lifono.

Tse ling tseo re li fumanang ka ha re ho SolarSpell li re thusa haholo,`me li thusa le bana ho ithutang ka lintho tseo ba sa litsebeng hantle.

SolarSpell e bohlokoa haholo baneng ka ha e thusa bana ho sheba seo ba sa setsebeng ba sa setisoe ke letho.

Ha pe bana ba ithuta mahala ba sa lefe chelete ea letho.

SolarSpell e nolofaletsa bana mosebetsi oa sekolo.","SolarSpell is already helping children.

Even if some children don't have phones.

Some of the things we get from SolarSpell help us a lot, and they also help children learn about things they can't hear well.

SolarSpell is very useful for students as it helps children to look at what they don't know without being distracted.

Children can learn for free without paying anything.

SolarSpell makes homework easier for kids.",,
20:57-21:49,"Tse ling tsa lithusa thuto ha re li rekile ha li be teng nako e telele ka ha li sebelisoa ke bana ba bangata,joale li senyeha kapele.

Hape le ha li ka ba teng ha li khone ho anela bana kaofela ka ha li fokola.

`Me re ntse re kopa lithuso ho bafani e le ho fumana tlatsetso.","Some of the learning aids we buy don't last long because they are used by many students, so they deteriorate quickly.

And even if they are there, they cannot reach all the children because they are few.

And we are still asking for donations to help rebuild the school.",,
22:12-23:10,"Ha ntse re reka likoranta ha re li lahle,re li beha pokellong ea libuka e le hore tle li sebelosoe le nakong e tlang.

Re khothaletsa batsoali ho rekela bana libuka,hore ba tle ba tsebe ho ithuta hobala le ho ngola ka nepo.

Hape seo se ka thusa bana hore ba tlale he seo ba ithutileng sona ha ba ntse ba bala.

Ha re ka sebetsa ka tsela eo re ka khona ho hlola liqholotso tse ngata sekolong.","When we bought newspapers we don't throw them away, we put them in the library so that they can be used in the future.

We encourage parents to buy books for their children, so that they can learn how to read and write correctly.

Also that can help the students to remember what they have learned while reading.

If we work in that way we can overcome many challenges in school.",,
23:42-24:31,"Molaetsa oo nka fanang ka ona sechabeng sa Basotho,ke hore motho a ithute.

Motho a rate batho ba bang.

Motho a hlomphe mosebetsi oa hae.

Hlompha batho bao o phelang le bona.

Hlompha batho bohle

Hape lumela hore ntho e ngoe le e ngoe o ka e etsa lefats`eng mona.

E ba motsoalle le batho bohle.

Le ka ho etsa ntho e ngoe le e ngoe ha o lumela hore o ka etsa.

Moo o haelloang teng kopa thuso bathong ba bang.","The message I can give to the Basotho community is that people should learn.

One should love one another.

We should respect our work.

Respect the people we live with.

Respect all people.

Also believe that you can do everything you want.

Be friends with everyone.

And do everything you believe you can do.

When you encounter a problem, ask for help from other people.",,
24:32-24:41,"Matla ao o nang le ona thusa batho ba bang hore ba fuumane seo ba se batlang bophelong.

Ithute ho amohela bofokoli ba hao kamehla.","The power you have helps other people to find what they want in life.

Learn to always accept your weaknesses.",,
24:41-25:27,"E kholo ka ho tsohle ke hore ithate,o tlo tsebe ho rata batho ba bang.

Ha ho ntho e monate joalo ka lerato le khotso.

Li etsa bophelo bo botle.

Se ka tlohella lintho feela,kapa oa lahla lintho feela.

Lumela hore o ka etsa ntho e ngoe le e ngoe.

Maqalo a selemo se seng le se seng e tsa moralo o reng ke batla ha selemo sena se fela ka be ke fihletse lintho tse itseng.

Ha e ba o tichere e ba mohlala o motle baneng.

Etella bana pele,o be mohlala o motle ho bona.

O bonts`e bana na lintho li etsuoa joang.","The biggest thing is to love yourself, then you will know how to love one another.

There is nothing as sweet as love and peace.

They make a good life.

You can just let things go, or just throw things away.

Believe that you can do anything.

The beginning of each year write down a plan that says I want to achieved at the end of the year.

When you are a teacher, you are a good example to children.

Lead the children, be a good example to them.

Show the children how things are done.",,
25:27-25:55,"Tichere ha e ba o ea koetla o tloetla `moho le bana.

Ha e ba oa bapala o bapala `moho le bana.

Motho oa bohlokoa lefats`eng ke tichere.

E tsa lintho tse ntle tseo o tla li siea nakong eo o shoang lefats`eng.

Joaloka morena Moshoeshoe oa pele.","When a teacher dances, he\she dances with the children.

When you play, you play with the children.

The most important person in the world is a teacher.

Work hard so that when you die you live a message here.

Like the first king Moshoeshoe.",,
26:00-26:27,"O ikutloa joang ntate ka puisano ee ea rona le oena?

Ke ikutloa ke thabile haholo e bile ke le motlotlo ka puisano ena ea rona.

Ho qoqa le batho ba bang ke tlhabollo.

Lipotso tsena li bohlokoa haholo.

Li etsa hore motho a lo batla litsebo ho ea pele.","How does you feel about this conversation between us?

I feel very happy and proud of our conversation.

Talking to other people is counseling.

These questions are very important.

They make you look to further studies.",,
26:28-26:50,"Ho lula fats`e o qoqa ke ntho ea bohlokoa haholo.

Hape ho qoqa ke ntho ea bohlokoa bophelong ba motho ka bo mong.","Sitting down and talking is very important.

Also, communication is an important thing in the life of each person.",,
26:50-27:10,"Bophelong hona le batho ba so kang ba atleha holula fats`e ba qoqe le oena,empa ba lakatsa feela.

`Me sena se re honna ha e ba o na le liqholotso phahama, o etse ho hong ho fumana tharollo.","In this life, even people who have not succeeded in living on the ground should talk to you, but they only wish.

And this tells us that if you have challenges, do something to find a solution.",,
27:10-27:18,Ke leboha haholo `m`e ka nako ea hao.,Thank you very much for your time.,,
00:00-00:55,"Lebitso laka ke ntate Mothunts`ane Joseph Moremoholo. 
 Ke bile tichere lilemong tse mashome a mahlano a metso e `meli.","My name is Mothunts`ane Joseph Moremoholo.
  I have been a teacher for fifty-two years.",,
00:56-01:44,"Ke qalile ho ruta sebakeng seo ho thoeng ke Letsunyane Ha-Ramabanta. 
 Ke qalile ho ruta ka selemo sa sekete mashome a robong mashome a ts`eletseng a metso e `meli. `Me ke rutile lilemo tse mashome a ma beli a metso e mehlano. `","I started teaching at a place called Letsunyane HaRamabanta. 
 I started teaching in the year 1962. And I taught for 25 years. 
 And in the year 1988 I came to teach here in Serooeng.",,*Note correction here And in the year 1988 I came to teach here in Serooeng. (1986 not 1988)
01:45-02:31,Me ke rutile lilemo tse mashome a mabeli a metso e mehlano.,"I have taught here for twenty-seven years. 
 From the year 1987 until the year 2014.",,
02:32-03:28,`Me ka selemo sa sekete makholo a robong mashome a robeli a metso e robeli ka tla ruta Serooeng mona. Mona ke rutile ka lilemo tse mashome a mabeli a metso e supileng.,"There is a unique story, which says that by law, when a teacher reaches sixty-five years of age, he should retire.",,
03:30-04:30,"Ho tloha ka selemo sa sekete makholo a robong mashome a robeli a metso e supileng ho fihlela ka selemo sa sekete makholo a mabeli leshome le metso e mene. 
 Feela hona le pale mona e ikhethang, e reng ka molao ha tichere e se e na le lilemo tse mashome a ts`eletseng a metso e mehlano e lokela ho ea 
 phomolong. 
 `Na ke ne ke lokela e be ke ile ka ea phomolong ka selemo sa likete
  tse peli le metso e supileng,empa
 ""ha nka ba ka ea ka nako eo,ka ha ke ile ka e keletsoa nako eaka ea ho ruta. 
 Lebaka la ho e keletsoa nako ea ho ruta ke hobane mosebetsi oaka o ne o le motle haholo.""","I should have retired in the year 2007, but I didn't go at that time, because I was given more time to teach.
 The reason I was given more time was because my work was very good",,
04:37-05:35,"Ha ke fihla ofising lekaleng la ngoliso ea matichere ha ke lo tlatsa tokomane e bonts`ang hore nako eaka ea phomolo e fihlile, ho bile le likhang tsa hore na hobaneng ke ea phomolong empa ke sa le monyane ha kana.","When I got to the office at the teachers' registration branch when I filled out the document showing that my retirement has arrived, there was an argument about why I am going on retirement when I am still so young.",,
05:35-06:34,"Ha ke tsebe hore na ke ne ke shebahala ke le monyane bo bokae. 
 Ba mpotsa na e le hoba ke ne ke ile ka eketsa lilemo tsaka hore ke tle ke ee phomolong kapele.
  Ke ne nke ke ka isa lilemo tsaka pele ka ha ha selemo se fela,moputso oo motho ao fumanang e ne e le oa ho qetela,joale ke ne nke ke ka isa lilemo tsaka pele, hore ke eo lula hae feela ke sa fumane chelete ea letho.","I don't know how much younger I looked. 
 They asked me if I had increased my age so that I could go on retirement early.
  I would not have increased my age because at the last year of work, the salary that a person receives was the last one. I would not increase my age to just go home with nothing to make a living with.",,
06:35-07:34,"Li penchele li qalile selemong sa sekete makholo a robong mashome a robeli a metso e ts`eletseng,e leng pusong ea masole. 
 Re ile ra lumellana ka e ncha ea hore ke tsoele pele ho ruta ho fihlela ke ikutloa hore ke se ke khathetse.","Pensions started in the year 1986, which is in the military rule. 
 They convinced me to continue teaching until I felt could not continue anymore.",,
07:34-08:30,,,,*Insignificant content
08:31-09:07,Ke ile ka rata botichere hobane ke ne ke khothalelitsoe ke ntate eo ke lumelang hore o ne a ntse a bone hore ke lokela ho ba tichere.,"I was encourage to enter into teaching by a man whom I believe he could see that I was meant to be a teacher. 
 It's also a job that I liked, and it suits me.",,
09:07-12:22,,,,No translation
12:22-13:21,"Hape ke mosebetsi oo ke ileng ka utloa ke o rata, e bile o nts`oanela. 
 Ha ke ne ke le sekolong ke ne ke rata ho lema meroho haholo.","When I was in school I really liked to grow vegetables.
  I also taught the children to grow their own vegetables in order to support themselves in the future.",,
13:22-14:21,"Ke ne ke ruta le bana ho itemela meroho e le ho iphelisa kamoso. 
 Ho sebetsa le bana le ho ikoetlisa `moho le bona ho e ntse hore `mele oaka o liehe ho khathala ka pele, o nke nako e telele o ntse o matlafetse.
  Batho ba bangata ba makala ha ke ba joetsa hore ke lilemo li mashome a robeli a metso e ts`eletseng 
 Ho koetlisa `mele ho bohlokoa","Working with children and exercising together with them is the one thing that has kept my body looking younger, and lasting a long time while still being strong. 
 Many people are surprised when I tell them that I am eighty-six years old 
 Physical training is very important",,
14:22-16:46,,,,No translation
16:46-17:43,"Ha ke lokela ho ea phomolong ka selemo sa likete tse peli le metso e supileng,ke ne ke shebahala joaloka motho e monyane lilemong ka lebaka la `mele oaka o neng o ntse o matlafetse ka lebaka la ho koetla. Ke ile ka ekeletsoa nako e ngoe ea ho ruta ho fihlela ka selemo salikete tse peli le leshome le metso e `meli,tse e ke litsoeng ka holimo ho lilemo tsaka tsa phomolo.","When I was supposed to go on retirement in the year two thousand and seven, I looked like a young person because my body was still fit due to the fact that I liked to exercise. 
 I was extended another period of teaching until the year 2012, which was beyond my retirement years.",,"(correction) of teaching until the year 2012, which 2014 not 2012"
17:43-18:18,,,,No translation
18:19-19:17,"Ha o le tichere o motsoali ho bana,`me o lokela ho ba tataisa. 
 Bokamoso ba bana bo matsohong a tichere.
  Ha bana ba ne ba fositse ke ne ke ba shapa ka lesoai e le ho ba khalemela. 
 Re ne re sebetsa ka thata le basebetsi `moho le `na ho bona hore thuto ea bana ea matlafala. 
 Mosebetsi oa sekolo ke ne ke o sala morao ho etsa bo `nete ba hore o etsoa ka nepo. 
 Ke ne ke sebetsa ka thata hobane ke ne ke sa rate ho hloloa.","When you are a teacher, you are a parent to children, and you should guide them.
  The future of children is in the hands of the teacher. 
 When the children were wrong, I used to spank them to correct them. 
 We worked hard with my colleagues to see that the children's education is strengthened. 
 I followed the homework to make sure it was done correctly. 
 I worked hard because I don’t like to lose.",,
19:17-21:31,,,,No translation
21:32-22:21,Sekolo sena se ne se ipabola haholo lipapaling ka ho fapana le porojekeng tseo re neng re li etsa.,This school excelled in sports as opposed to the projects we did.,,
22:22-23:14,,,,No translation
23:14-24:14,"Re ne re ruha likhoho tsa nama le tsa mahe,le likolobe.","We raised chickens for meat and eggs, and pigs.",,
24:14-24:35,"Re ne re rekisa,`me sekolo se ba le chelete, le hona ho fepa bana ba sekolo.","We used to sell, and the school had money, also to feed the school children.",,
24:35-26:11,,,,No translation
26:12-26:55,"Morao tjena lintho tsena kaofela ha li sa etsuoa likolong mona,`me ke utloa bohloko ha ke hlokomela ka moo bana ba sotlehileng ka teng. 
 Bana e bile bophelo baka ho","Lately all these things are no longer done in schools here, and I feel sad when I realize how the children have suffered. 
 Children have been my life so far. 
 I had life because of children, and children have been my whole life",,
26:55-28:07,,,,No translation
28:08-29:00,"fihlela mona moo ke teng.
  Ke bile le bophelo ka lebaka la bana,`me bana e bile bophelo","I encourage these teachers to work hard for the children's future. 
 So that in the future the teacher can be proud of his work.",,
29:14-30:10,"Ke khothaletsa matichere a na a ka jeno hore ba sebetse ka thata bokamosong ba bana. 
 Hore ka moso tichere e tsebe ho ikotla sefuba ka mosebetsi oa hae.","Fortunately, the teachers who are still in the school here are continuing to work hard to see that the school is working hard to produce excellent results. 
 I would be happy to answer any questions you",,
30:10-31:29,"Ka lehlohonolo matichere a
ntseng a setse sekolong mona ba ntse ba tsoelopele ho sebetsa ka thata ho bona hore sekolo se ntse se sebetsa ka thata ho nts`a
""sephetho se babatsehang.
  Nka thabela ho arabela lipotso tseo e bang le na le tsona""",,,No translation
31:29-31:39,,,,question
31:39-32:28,"Ho boleloang ha hothoe tichere ke motsoali oa lichaba tsohle?
  Ho boleloa hore ha hona lekala le fe kapa le fe le teng ka ntle ho tichere.","What does it mean when it is said that the teacher is the parent of all nations?
  It is said that no branch exists without of the teacher.",,* mother of all Professions
32:28-33:44,"Tichere ke motho ea betlang bana ho ba lokisetsa ho ba seo ba leng sona kajeno le ka moso. 
 Tichere ke eona `m`a mebuso e teng kajeno. `Me ka eona mebuso e ka phela kapa ea oela. 
  
 Ha hona mebuso kantle ho","A teacher is someone who shapes children to prepare them to be who they are today and in the future. 
 The teacher is the mother of the governments that exist today. 
 And by it governments can rise or fall. 
 There are no governments except the teacher",,
33:44-34:18,Me ka eona mebuso e ka phela kapa ea oela,"And by it governments can rise or fall. 
 There are no governments except the teacher",,Summarized In translation
34:18-37:08,,,,No translation Repetition
00:00-01:32,Khotso ke kutloano le ts`ebelisano `moho le batho ba bang.,Peace is harmony and cooperation with other people.,,
01:33-01:46,Ha re sitelanoe re lokela ho ts`oarelana.,"When we wrong each other, we should forgive each other.",,
01:47-02:30,Ha hothoe Lesotho ke naha ea khotso ke hobane e sa le ho se na lintho tse ngata tse mpe tse etsahalang.,Lesotho is said to be a peaceful country because there are not many bad things happening.,,
02:31-03:13,Le ha e le hore lilemong tse na lintho li se li fetohile.,Although in recent years things have changed.,,
03:14-04:16,"Re lokela ho phela ka khotso, e le ho phelisana ha `moho le ho arolelana mosebetsi.","We should live in peace, in order to live together and share the work.",,
04:22-04:36,Melemo ea pina e mengata haholo;Pina ke sejo sa moea. Pina ke se hlabolli. Ha motho a thabile oa bina. Ha koatile oa bina.,"The benefits of music are many; Music is food for the soul. The song is not refreshing. When a person is happy, he sings. When he is angry he sings.",,
04:37-05:35,Ha hloname oa bina. Pina ke se hlabolli hobane e etsa thabo.,When he is sad he sings. A song is a good thing because it makes you happy.,,
05:36-06:35,Lipina li mefuta e mengata.,There are many types of songs.,,
06:36-07:42,"Ke tsa sesotho,tsa lenyalo,tsa kereke,le tse ling tse ngata.","They are traditional songs, wedding songs, church songs, and many others.",,
07:43-08:42,"Pina ke molaetsa,ke mokhoa o mong oa ho fetisa molaetsa. Re na le lipina tse binang ka morena Moshoeshoe e le ho fetisa molaetsa.","A song is a message, it is another way of conveying a message. We have songs that sing about king Moshoeshoe I to convey the message.",,
08:42-09:26,"`Me moo batho ba kopaneng ba thabile hona le pina,hobane pina ea hlabolla.","And where the people are together they are happy with the song, because the song is refreshing.",,
