Start Time,End Time,EN,ES,Highlight,Comments
00:53:43:18,00:53:45:25,"the sense of the territory,","el sentido del territorio,",,
00:53:46:12,00:53:49:08,"the sense of the trees, the sense of the landscape.","el sentido de los árboles, el sentido del paisaje.",,
00:53:49:21,00:53:54:15,"For the Wayuú the landscape speaks, speaks,
is telling a story,","Para los wayú el paisaje habla, habla,
está contando una historia,",,
00:53:54:16,00:54:00:20,"It is not a decorative thing: it is not a postcard
of beautiful photography to promote tourism, no.","no es una cosa decorativa, no es una postal
de fotografía bella para promover el turismo, no.",,
00:54:01:11,00:54:03:17,The territory is telling you things.,El territorio te está diciendo cosas.,,
00:54:04:07,00:54:07:11,"So when you pass, you read the territory.","Entonces cuando uno pasa, uno lee el territorio.",,
00:54:07:16,00:54:10:23,"The territory is intelligible,
has something to tell you,","El territorio es inteligible,
tiene algo que contarte,",,
00:54:11:02,00:54:15:14,"It has a narrative structure
that's the territory,","tiene una estructura narrativa,
eso es el territorio,",,
00:54:15:17,00:54:19:12,"something that has a narrative structure
whose pages are the floor.","algo que tiene una estructura narrativa
cuyas páginas son el suelo.",,
00:54:20:10,00:54:22:18,"So these companies come in and say,","Entonces estas empresas llegan y  dice,",,
00:54:22:19,00:54:25:26,"here we lie down, we put a bulldozer,
there is no problem,","aquí tumbamos, metemos un buldocer,
no hay ningún problema,",,
00:54:25:27,00:54:30:09,"we set up a tower
and they are tearing out the pages of a territory.","montamos una torre
y están arrancando las páginas de un territorio.",,
00:54:31:09,00:54:31:24,"So,","Entonces,",,
00:54:31:24,00:54:34:25,They don't understand why they are thinking about money.,no entienden porque ellos están pensando en plata.,,
00:54:34:26,00:54:39:23,"These people want money, they are asking for a lot of money
and they reduce it to a matter of money.","Esta gente quiere plata, están pidiendo mucha plata
y lo reducen a un tema de plata.",,
00:54:39:24,00:54:41:14,It is not a money issue.,No es un tema de plata.,,
00:54:41:15,00:54:46:15,"Obviously, money will have some time
to be addressed, but it is not the essential","Obviamente, la plata tendrá algún momento
que abordarse, pero no es lo esencial",,
00:54:46:16,00:54:47:22,"of the problem,","del problema,",,
00:54:49:26,00:55:08:00,not it,no lo,,
00:55:12:14,00:55:13:05,is.,es.,,
00:55:13:06,00:55:15:23,"So see the whole point,","Entonces mira todo el punto,",,
00:55:15:24,00:55:16:26,what's up,que hay,,
00:55:18:27,00:55:21:23,"where there is an ontological disconnection,","en donde hay una desconexión ontológica,",,
00:55:22:16,00:55:25:05,"For example, for companies","por ejemplo, para las empresas",,
00:55:25:21,00:55:28:21,"The winds are a mass of hot air,","los vientos son masa de aire caliente,",,
00:55:29:00,00:55:33:10,"geophysical events, inanimate,
that occur on earth","agestes geofísicos, inanimados,
que se producen en la tierra",,
00:55:33:11,00:55:38:19,"and that can generate energy: for the wayuú,
They are beings that have paths,","y que pueden generar energía: para los wayú,
son seres que tienen caminos,",,
00:55:38:28,00:55:43:08,"temperaments
and that they need to cross those paths.","temperamentos
y que necesitan atravesar esos caminos.",,
00:55:43:09,00:55:47:17,"A wind moves,
He does not live in a place: passes through a place.","Un viento se mueve,
no vive en un lugar, pasa por un lugar.",,
00:55:47:18,00:55:51:23,"And those paths are related to dreams,
They are related to something else.","Y esos caminos están relacionados con los sueños,
están relacionados con otra cosa.",,
00:55:52:05,00:55:57:13,"So how to understand the wind of business,
the wind from wind companies","Entonces, cómo entender el viento de las empresas,
el viento de las empresas eólicas",,
00:55:57:23,00:56:01:14,"and the wayuú wind
They are two different worlds in the cosmos.","y el viento wayú
son dos mundos distintos en el cosmos.",,
00:56:01:15,00:56:03:12,They are different.,Son diferentes.,,
00:56:03:13,00:56:06:10,To make those logics meet,Hacer que esas lógicas se encuentren,,
00:56:06:25,00:56:09:03,"They are disputes about the universe,","son disputas sobre el universo,",,
00:56:09:20,00:56:13:28,"They are not disputes about development,
no, they are disputes about the universe.","no son disputas sobre el desarrollo,
no, son disputas sobre el universo.",,
00:56:13:29,00:56:14:20,"So,","Entonces,",,
00:56:15:18,00:56:18:13,How to make them understand this?,¿cómo hacer que estos entiendan esto?,,
00:56:18:25,00:56:22:06,"Generally the owners of the companies,
Investors are in a hurry","Generalmente los dueños de las empresas,
los inversionistas, tienen prisa,",,
00:56:22:07,00:56:25:21,"they want to see their money
producing, the Wayuú have time","quieren ver su dinero
produciendo, los wayú tienen tiempo",,
00:56:26:22,00:56:28:27,and they want to talk about this,y quieren hablar sobre esto,,
00:56:28:28,00:56:31:07,and understand how this is not going to affect them.,y entender cómo esto no los va a afectar.,,
00:56:31:19,00:56:36:15,"Then there is a disagreement
that, those do not understand","Entonces hay un desencuentro
que, aquellos no entienden",,
00:56:37:01,00:56:39:18,and they don't want to understand.,y no quieren entender.,,
00:56:39:19,00:56:42:13,"They don't want it, they see it as a whim, superstition.","No lo quieren, lo ven como capricho, superstición.",,
00:56:42:14,00:56:44:17,"It's a backward thought,","Es es un pensamiento atrasado,",,
00:56:44:18,00:56:48:25,"we are modernity,
We are the reason and all this.","nosotros somos la modernidad,
somos la razón y todo esto.",,
00:56:49:07,00:56:51:25,"This is science, they are superstition.","Esta es la ciencia, ellos son la superstición.",,
00:56:52:16,00:56:55:01,"So there, in that disagreement about the","Entonces ahí, en ese desencuentro sobre la",,
00:56:55:09,00:56:59:09,"the land, over the territory,
on the landscape, on the wind,","la tierra, sobre el territorio,
sobre el paisaje, sobre el viento,",,
00:56:59:10,00:57:03:05,"about each tree that you are going to cut down and that was alive,","sobre cada árbol que vas a tumbar y que era un ser,",,
00:57:04:10,00:57:06:29,"that's where no, there hasn't been an agreement,","ahí es donde no, no ha habido un encuentro,",,
00:57:07:21,00:57:10:19,there has not been an agreement.,no ha habido un encuentro.,,
00:57:10:27,00:57:14:15,"As practically in theory,
That cannot be resolved","Como prácticamente en teoría,
es que no se puede resolver eso",,
00:57:14:16,00:57:17:07,"that, I don't know, maybe there isn't one.","eso, no sé, tal vez no hay.",,
00:57:17:13,00:57:20:05,"Of course, those are points to understand.","Claro, eso son puntos para entender.",,
00:57:21:25,00:57:24:16,"We would have to see how they dialogue, how they converse.","Habría que ver cómo dialogan, cómo conversan.",,
00:57:24:17,00:57:27:19,"It is always good to talk,
You cannot deny dialogue.","Siempre es bueno dialogar, uno
no se puede negar al diálogo.",,
00:57:27:28,00:57:30:07,You have to think about,Hay que pensar en,,
00:57:31:15,00:57:34:23,"the others, understand each other, sit down, talk","los otros, entenderse, sentarse, conversar",,
00:57:34:27,00:57:38:26,and if one can express that,y si uno le puede transmitir eso.,,
00:57:38:27,00:57:42:00,"But, let's see how it turns out,","Pero, vamos a ver cómo resulta,",,
00:57:42:01,00:57:44:22,"I think that's why the president is coming from. Hopefully
He will achieve it.","creo que a eso viene el presidente. Ojalá
que lo logre.",,
00:57:44:23,00:57:47:04,I don't know how he will do it.,Yo no sé cómo lo hará.,,
00:57:47:05,00:57:52:18,"I think that
literally spending time in the territory","Creo que eso de
literalmente pasar tiempo en el territorio",,
00:57:52:24,00:57:56:15,"out there in a hammock,
the president there with the mosquitoes,","ahí afuera en una hamaca,
el presidente ahí con los mosquitos,",,
00:57:57:16,00:58:01:20,"with the winds here, telling them,
I think that would help a lot.","con los vientos acá, diciéndoles,
creo que eso ayudaría mucho.",,
00:58:01:21,00:58:06:04,"Yes, it helps, of course, he's coming to stay here for a week, a week.","Sí, ayuda, claro, el viene a estar una semana, una semana aquí.",,
00:58:06:08,00:58:08:15,"I was thinking, and I know that","Yo estaba pensando, y yo sé que",,
00:58:09:15,00:58:11:27,"this is not the point,","este no es el punto,",,
00:58:12:05,00:58:15:18,is that it is an ontological and,es que es una cosa ontológica y de,,
00:58:16:19,00:58:17:25,"cosmology more than anything,","cosmología más que todo,",,
00:58:17:25,00:58:21:12,"but I was also thinking, so yeah,","pero también yo estaba pensando,así que sí,",,
00:58:21:13,00:58:24:16,"I come from that scientific ontology, although yes","vengo de esa ontología científico, aunque sí",,
00:58:25:04,00:58:28:07,"I'm very involved in that other thing, but maybe also","estoy muy metido en eso otro, pero tal vez también",,
00:58:29:03,00:58:34:24,"the winds, that is,
If one would put a mill or anything and","los vientos, o sea,
si uno pondría un molino en lo que sea y se",,
00:58:36:16,00:58:37:12,changes.,cambia.,,
00:58:37:12,00:58:39:16,"I mean, that changes the wind.","Osea, eso cambiaba el viento.",,
00:58:40:01,00:58:42:29,"If we are in a semi-desert place, right?","Si estamos en un lugar semidesértico, ¿cierto?",,
00:58:43:00,00:58:44:04,Yes it is.,Si lo es.,,
00:58:44:05,00:58:47:03,"and the winds bring water, they bring humidity","y los vientos traen agua, traen humedad",,
00:58:47:16,00:58:53:20,"and a single, a small change
maybe it could bring down the entire environment.","y un solo,  un pequeño cambio
tal vez podría derrumbar todo el medio ambiente.",,
00:58:53:21,00:58:56:00,So beyond something like that,Entonces más allá que una cosa así,,
00:58:56:01,00:58:58:03,"Of course, the Wayuú already say it","Claro, ya los wayú lo dicen",,
00:58:58:12,00:58:59:27,is one thing we don't know.,es una cosa que no sabemos.,,
00:59:00:06,00:59:04:20,"Why the importance of studies on this,
How does this affect birds?","Por qué la importancia de los estudios sobre esto,
cómo afecta esto a las aves,",,
00:59:05:08,00:59:08:22,"how it affects bats that it also affects them
the,","cómo afecta a los murciélagos que también los afecta
las señales,",,
00:59:09:04,00:59:11:28,the blades of wind energy,las dos aspas de la energía eólica,,
00:59:12:20,00:59:14:23,How does it affect the eyesight of human beings?,¿Cómo afecta a la vista de los seres humanos?,,
00:59:14:24,00:59:16:25,How does it affect the sound they generate?,¿Cómo afecta el sonido que generan?,,
00:59:16:26,00:59:19:20,"Because they generate a low frequency sound, I think,","Porque generan un sonido de baja frecuencia, creo,",,
00:59:19:29,00:59:24:03,"But it has an impact either way.
The electrical conduction lines,","pero de todas maneras
que impacta, las líneas de conducción eléctrica,",,
00:59:24:04,00:59:28:08,"that energy must be released,
that energy can’t be isolated, they have to come out","esa energía hay que sacarla,
esa energía puede estar aislada, tienen que salir",,
00:59:28:09,00:59:33:00,"by electrical conduction lines
which also generate white smog and energy fields.","por líneas de conducción eléctrica
que generan smog blanco también y campos de energía.",,
00:59:33:10,00:59:37:11,"And we must deforest and make roads
to get those lines out.","Y hay que deforestar y hacer carreteras
para sacar esas líneas.",,
00:59:37:21,00:59:41:01,And there will be many people passing by in cars.,Y va a estar mucha gente pasando en carros,,
00:59:41:15,00:59:45:07,"where before it was quiet
and the Wayuú really like their tranquility.","donde antes era tranquilo
y los wayú les gusta mucho su tranquilidad.",,
00:59:45:25,00:59:49:16,They go out for a walk every day,Ellos cada día salen a caminar,,
00:59:49:17,00:59:52:29,"and they see a footprint, a shoe and they know who stepped on it.","y ven una huella, un calzado y saben quién pisó.",,
00:59:53:25,00:59:57:07,"They know how their children walk, the neighbors,","Ellos conocen cómo caminan sus hijos, los vecinos,",,
00:59:58:22,01:00:00:04,They know the…,conocen las…,,
01:00:00:04,01:00:05:02,"The Wayuú have some flip flops, the waireñas, do you know them?
Wayuú footwear and that Wayuú footwear,","los wayú tienen unas chancletas, las waireñas
, ¿la conocen?,
el calzado wayú y ese calzado wayú,",,
01:00:05:03,01:00:07:15,"Well, they are specialists in tracking footprints.","bueno, ellos son especialistas en rastrear huellas.",,
01:00:08:01,01:00:10:10,That has been his ancient profession.,Eso ha sido su oficio milenario.,,
01:00:11:16,01:00:13:24,"When a deer or a thing,","Cuando un venado o una cosa,",,
01:00:13:25,01:00:18:25,"and they also track human footprints
and they know if I walk and tilt my foot when walking","y ellos también rastrean huellas humanas
y saben si yo camino e inclino al caminar el pie",,
01:00:18:26,01:00:21:28,"to the left, they say ah, there goes so and so,","a la izquierda, dicen ah, ahí va fulano,",,
01:00:21:29,01:00:25:17,because he always walks like that and they know him.,porque él siempre camina así y lo conocen.,,
01:00:25:18,01:00:29:21,"But then they are going to lose that territorial control
because many people are going to pass by","Pero luego ese control territorial lo van a perder
porque van a pasar muchos",,
01:00:29:22,01:00:33:09,"strange vehicles, with strange people
who is not indigenous and","vehículos extraños, con gente extraña
que no es indígena y",,
01:00:33:19,01:00:37:27,"your sense of security, well-being,
will also be affected,","su sensación de seguridad, de bienestar,
se va a ver también afectado,",,
01:00:38:08,01:00:39:26,So we have to see all of that.,entonces todo eso tenemos que verlo.,,
01:00:39:26,01:00:43:24,"On the other hand,
The Wayuú have needs for health, water,","Por otro lado,
los wayú tienen necesidades de salud, de agua,",,
01:00:44:09,01:00:48:03,of productive projects to live their economy.,de proyectos productivos para vivir su economía.,,
01:00:48:21,01:00:49:28,"I don't know what the meeting will be like,","No sé cómo sea el encuentro,",,
01:00:49:28,01:00:53:23,"there will be a dialogue,
I imagine it, and we have to see how that dialogue takes place.","habrá un diálogo,
me imagino yo, y hay que ver cómo se da ese diálogo.",,
01:00:54:10,01:00:55:24,"Yes, yes,","Si, sí,",,
01:00:57:02,01:01:00:08,"you know,","sabes,",,
01:01:01:06,01:01:02:08,It's going to be interesting.,Va a ser interesante.,,
01:01:02:09,01:01:03:10,That's how it is.,Así es.,,
01:01:03:10,01:01:06:13,That makes me happy. The president is coming.,Que me alegra. Que viene el presidente.,,
01:01:06:14,01:01:12:09,"I was living in Popayán
in 2018 and 2019","yo estuve  viviendo en Popayán
en 2018 y 2019",,
01:01:12:23,01:01:15:16,and there were these big protests,y hubo esas protestas tan grandes,,
01:01:15:29,01:01:17:13,"and yes,","y sí,",,
01:01:17:14,01:01:18:14,was very hard.,fue muy duro.,,
01:01:18:15,01:01:20:21,Hard and things,Duro y las cosas,,
01:01:20:22,01:01:25:26,"I think Duque would just have to go talk and that's it,","creo que solo tendría que Duque ir a dialogar y ya,",,
01:01:26:07,01:01:30:02,"but promise, promise and it never came.","pero promesa, promesa y nunca vino .",,
01:01:30:14,01:01:32:26,and they asked him to come.,y lo pedían a él que viniera Él.,,
01:01:32:27,01:01:35:01,and it was just a dialogue.,y no más era un diálogo.,,
01:01:36:07,01:01:37:29,and Petro came this time,y Petro vino esta vez,,
01:01:38:00,01:01:39:00,for own will.,por voluntad propia.,,
01:01:39:01,01:01:41:02,He said he wanted to come to work for a week.,También deseo de venir una semana a trabajar.,,
01:01:41:03,01:01:44:14,"Well, let's see what comes of all this,
because the idea","Bueno, vamos a ver qué resulta de todo esto,
porque la idea",,
01:01:44:15,01:01:47:16,"It is seeing what results, what is achieved.","es ver que resulta, que se logra.",,
01:01:47:17,01:01:49:01,We'll see.,Vamos a ver.,,
01:01:49:01,01:01:51:10,"But it is interesting. No?
Are you going to talk to him too?","Pero es interesante. ¿No?
¿Usted va a hablar con él también?",,
01:01:52:22,01:01:54:29,"No, I prefer to keep distance from power.","No, yo prefiero guardar distancia de el poder.",,
01:01:55:00,01:01:58:20,I prefer to read the news,Yo prefiero leer en las noticias,,
01:01:59:24,01:02:02:02,"They called me from El tiempo (Newspaper),","A mí me llamaron del Tiempo,",,
01:02:02:03,01:02:07:06,"and they called me yesterday from the newspaper
Time and what do you think and then they ask me","y me llamaron ayer del periódico
El Tiempo y que usted que opina y entonces me preguntan",,
01:02:07:07,01:02:08:24,Are you a leader?,¿Usted es un dirigente?,,
01:02:08:25,01:02:12:05,"Are you a defender of human rights?
Are you an indigenous authority? I told them","¿Usted es un defensor de los derechos humanos?,
¿Usted es una autoridad indígena? les dije",,
01:02:12:06,01:02:15:03,"I am a solitary voice, I do not represent anyone.","yo soy una voz solitaria, no represento a nadie.",,
01:02:15:06,01:02:16:03,To anyone.,A nadie.,,
01:02:16:18,01:02:17:05,"What I speak,","Lo que hablo,",,
01:02:17:05,01:02:19:23,"I'll say it for myself, I don't even know if my children listen to me.","lo diré por mí,  no sé ni si mis hijos me hacen caso",,
01:02:21:04,01:02:22:05,I told them.,les dije.,,
01:02:23:02,01:02:25:06,I am not and I do not want to be,Yo no soy y no quiero ser,,
01:02:25:07,01:02:27:05,"leader, nor leader, nor...","líder, ni dirigente, ni…",,
01:02:27:05,01:02:29:09,It's a lot of responsibility.,Es mucha responsabilidad.,,
01:02:29:10,01:02:33:21,"One has enough with one's own life
as to lead another's.","Ya uno tiene suficiente con su propia vida
como para liderar la de otro.",,
01:02:37:28,01:02:39:10,There are some who,Hay unos que,,
01:02:39:29,01:02:44:01,"bring knowledge, there are others who bring leadership.","traen conocimiento, hay otros que traen liderazgo.",,
01:02:44:02,01:02:48:04,You have your role.,Uno tiene su rol.,,
01:02:48:24,01:02:50:19,His role and his role.,Su rol y su papel.,,
01:02:50:20,01:02:53:12,"Yes, that's the idea.","Sí, esa es la idea.",,
01:02:53:13,01:02:58:20,"I wanted to talk to you a little about knowing more,
because well, all that, several of those topics","Te quería hablar un poco de saber más,
porque bueno, todo eso,  varios de esos temas",,
01:02:58:21,01:03:02:10,"I think
We are going to talk more on Tuesday, but about that,","yo creo que
vamos a hablar más en el martes, pero de ese,",,
01:03:04:20,01:03:06:16,from that lineage of,de ese linaje de,,
01:03:06:17,01:03:10:12,"the Wayuú people, of course, are very interesting, what is it about that?","la gente wayú, claro, es muy interesante,¿ que tiene eso?",,
01:03:10:13,01:03:13:22,"Very interesting,
because the Wayuú kinship system","Muy interesante,
porque el sistema de parentesco wayú",,
01:03:14:03,01:03:16:24,It is based on the theory of human procreation.,se basa en la teoría de la procreación humana.,,
01:03:17:13,01:03:19:20,"When a man and a woman have sex,","Cuando un hombre y una mujer tienen relaciones,",,
01:03:20:04,01:03:23:06,"The man contributes with blood,","el hombre hace un aporte que es la sangre,",,
01:03:23:22,01:03:26:27,"the vital blood that causes the child,
semen turns to blood.","la sangre vital que causa al niño,
el semen se vuelve sangre.",,
01:03:27:22,01:03:30:06,"Then the woman provides the meat,","Entonces la mujer aporta la carne,",,
01:03:30:07,01:03:33:28,"the body wrap
where the child is born, the womb.","el envoltorio corporal
en donde nace el niño, el útero.",,
01:03:34:01,01:03:36:24,"So,
When a person is born, they have two families,","Entonces,
cuando una persona nace, tiene dos familias,",,
01:03:37:23,01:03:40:05,"a Oupayu, a father's maternal family","un Oupayu,  https://www.pensamientopenal.com.ar/system/files/2019/05/doctrina47670.pdf
una familia materna del papá",,
01:03:40:18,01:03:45:12,"and the apushi which is the mother's maternal family, then,","y la apushi
que es la familia materna de la mamá, entonces,",,
01:03:47:01,01:03:49:09,This is legally important.,esto es jurídicamente importante.,,
01:03:49:10,01:03:52:06,"If I cause a wound to a Wayuú, I will shoot him,","Si yo le causo una herida a un wayú, yo le disparo,",,
01:03:52:07,01:03:55:29,"I don't kill him, the father collects the blood shed,","no lo mato, el padre cobra la sangre derramada,",,
01:03:56:17,01:04:01:05,"but if I kill it, as flesh is destroyed,
the body,","pero si yo lo mato, como se destruye la carne,
el cuerpo,",,
01:04:01:06,01:04:04:28,then the mother's family is going to come and ask,entonces la familia materna va a venir a pedir,,
01:04:05:02,01:04:07:26,the great compensation for the destruction of the flesh.,la gran compensación por la destrucción de la carne.,,
01:04:08:09,01:04:11:08,"The father can only ask
a small payment of tears.","El padre sólo puede pedir
un pago pequeñito de lágrimas.",,
01:04:11:09,01:04:13:03,"What he has cried, his pain for his son.","Lo que él ha llorado, su dolor por su hijo.",,
01:04:13:03,01:04:18:07,"Then the Father is given compensation
for the little tears and He leaves.","Entonces al Padre se le da la compensación
por las lágrimas pequeñas y Él se va.",,
01:04:18:15,01:04:21:21,"And then the big strong negotiation
It's with the mother's family.","Y luego la gran negociación fuerte
es con la familia de la mamá.",,
01:04:22:08,01:04:25:04,"So the lands, the territory,","Entonces las tierras, el territorio,",,
01:04:25:25,01:04:31:00,"the clan, practically like one's last name
It's the mom's, it's not the dad's,","el clan, prácticamente como el apellido de uno
es el de la mamá, no es el del papá,",,
01:04:31:17,01:04:34:09,So a Wayuú will always have an orientation,entonces siempre un wayú va a tener una orientación,,
01:04:34:10,01:04:39:12,"stronger towards your uterine family
that towards the father's uterine family,","más fuerte hacia su familia uterina
que hacia la familia uterina del padre,",,
01:04:39:22,01:04:43:27,"that is, the mother,
because the father is a boss for minor things,","o sea la mamá,
porque el padre es un jefe para cosas menores,",,
01:04:44:17,01:04:48:09,"the father is a boss in the home,
food, food, education.","el padre es un jefe en el hogar,
la comida, los alimentos, la educación.",,
01:04:48:19,01:04:51:22,"But when a problem is strong,
He is your mother's brother,","Pero cuando un problema es fuerte,
es el hermano de tu mamá,",,
01:04:51:23,01:04:54:11,It's your uncle who is your real boss.,es tu tío el que es tu jefe de verdad.,,
01:04:54:27,01:04:59:00,"That's the boss,
because he is the one who must intervene.","Ese sí es el jefe,
porque él es el que tiene que intervenir.",,
01:04:59:01,01:05:01:08,"If I do something, they look for my uncle, my dad","Si yo hago algo, buscan a mi tío, a mi papá",,
01:05:01:09,01:05:03:28,"no, no, because he is almost a stranger.","no, no, porque él es casi un extraño.",,
01:05:03:29,01:05:05:29,"I mean, it's not from the same group.","Ósea, no es del mismo grupo.",,
01:05:06:14,01:05:10:10,"On the other hand, the lands that belong to my mother,
where my uncles live,","En cambio, las tierras que son de mi madre,
donde viven mis tíos,",,
01:05:10:22,01:05:13:20,"the defense, the cemetery,
everything is a function of the mother.","la defensa, el cementerio,
todo está en función de la madre.",,
01:05:14:09,01:05:17:24,"So, the Wayuú society is matrilineal,
It is oriented towards that.","Entonces, la sociedad wayuú es matrilineal,
está orientada hacia eso.",,
01:05:18:06,01:05:20:18,"The father does have some duties in marriage,","El padre sí tiene unos deberes en matrimonio,",,
01:05:20:23,01:05:24:04,"injuries, these things, and he has a role at a minor level,","heridas, estas cosas, y él tiene un rol a nivel menor,",,
01:05:24:19,01:05:28:11,"well, yes, provide the house with food,
everything any father in the world would do.","bueno, sí, proveer la casa de alimento,
todo lo que cualquier padre haría en el mundo.",,
01:05:28:23,01:05:31:03,"But when the problem is serious, he is out.","Pero cuando el problema es grave, él sale.",,
01:05:31:04,01:05:33:00,"No, it can't be.","No, no puede estar.",,
01:05:33:01,01:05:36:06,"He is his brother-in-law, he is his mother's brother,","Es su cuñado, es el hermano de la mamá,",,
01:05:36:07,01:05:40:04,"the one who is the boss of his nephews,
it's stronger,","el que es el jefe de sus sobrinos,
es más fuerte,",,
01:05:40:05,01:05:43:02,"the uncle nephew father and son relationship.
Really?","la relación sobrino tío que padre e hijo.
¿En serio?",,
01:05:43:21,01:05:45:06,"Of course, of course.","Claro, claro.",,
01:05:45:07,01:05:45:29,Interesting.,Interesante.,,
01:05:45:29,01:05:49:12,"Yes, a Wayuú has to talk about who
They were your uncles and then,","Sí, un wayuú tiene que hablar de quiénes
eran tus tíos y entonces,",,
01:05:50:13,01:05:51:12,"in fact,","de hecho,",,
01:05:51:12,01:05:53:04,"to the uncles, they call the Wayú Ta’laüla","a los tíos, les dicen los wayú Ta’laüla",,
01:05:53:05,01:05:54:28,"I mean, my old man, my boss.","Osea, mi viejo, mi jefe.",,
01:05:54:29,01:05:57:09,That's my uncle. That's how it is said.,Ese es él tío. Así se dice.,,
01:05:57:25,01:05:59:08,It is a very close relationship.,Es una relación muy estrecha.,,
01:05:59:08,01:06:01:19,And in war always fighting,Y en la guerra siempre peleando al,,
01:06:01:20,01:06:04:21,Uncle’s side.,lado de los tíos.,,
01:06:05:03,01:06:06:21,Even if the father's family,Incluso si la familia del padre,,
01:06:06:21,01:06:10:23,"goes to war with the mother's family,
The Wayuú must take their mother's side,","entra en guerra con la familia de la madre,
los wayú tienen que irse del lado de la mamá,",,
01:06:10:24,01:06:13:13,necessarily on that side.,necesariamente de ese lado.,,
01:06:15:07,01:06:19:19,"There is a story in a Wayuú song of a war that took place,","Hay una historia en un canto wayú de una guerra que hubo,",,
01:06:20:25,01:06:25:11,"They loved their father very much, these Wayuú,
and for some reason the families went to war,","ellos querían mucho a su papá, estos wayú,
y por una cosa las familias entraron en guerra,",,
01:06:25:12,01:06:29:03,"that these are long families,
and the father died in combat","que son familias largas,
y el papá murió en un combate",,
01:06:29:23,01:06:32:02,and they asked permission to the enemies,y ellos pidieron permiso a los enemigos,,
01:06:32:03,01:06:34:28,to go cry to their father and they accepted them.,para ir a llorar a su padre y los aceptaron.,,
01:06:35:07,01:06:38:04,"Then they said let's make a truce
so that you can come to cry at your","Entonces dijeron vamos a hacer una tregua
para que ustedes vengan a llorar a su",,
01:06:38:05,01:06:38:22,Dad because he was,Papá porque era,,
01:06:38:22,01:06:42:11,"their dad and peace came because of that, so it's a story","su papá y vino la paz por eso, entonces es una historia",,
01:06:42:27,01:06:46:10,very cute.,muy linda.,,
01:06:46:20,01:06:49:23,"So this must be understood,
Companies do not understand this,","Entonces esto hay que entenderlo,
esto no lo entienden las empresas,",,
01:06:50:12,01:06:55:16,"They don't understand this, they don't understand
this form of kinship and they are, and why?","esto no lo entienden, ellos no entienden
esta forma de parentesco y son ¿y porque?,",,
01:06:55:17,01:06:59:05,what is this? And your last name? and not.,¿y esto qué es? ¿y su apellido? y no.,,
01:07:01:01,01:07:02:22,"This is how the network is woven,","Así se teje la red, la",,
01:07:02:23,01:07:06:05,"wayuú social organization
and that has to do with the land.","organización social wayú
y eso tiene que ver con la tierra.",,
01:07:06:14,01:07:10:00,"The earth is feminine, the earth is feminine,","La tierra es femenina, la tierra es femenina,",,
01:07:10:01,01:07:14:18,"the rain, the rain that fertilizes
the earth is hyper masculine.","la lluvia, él lluvia que fecunda
la tierra es hiper masculino.",,
01:07:15:05,01:07:18:05,"So rain is the most masculine thing there can be,","Entonces lluvia es lo más masculino que puede haber,",,
01:07:18:16,01:07:21:06,"because it is what fertilizes the earth, the earth is what","porquees lo que fertiliza la tierra, la tierra es lo",,
01:07:21:25,01:07:24:09,"what bears, what is fruitful, what is fertile.","lo que pare, lo fructífero, lo fértil.",,
01:07:24:23,01:07:29:01,"The earth is life,
but the masculine is what fertilizes life.","La tierra es la vida,
pero lo masculino es lo que fecunda la vida.",,
01:07:29:10,01:07:33:00,"Then look at all that beautiful relationship
that must be understood.","Entonces mira toda esa relación tan bonita
que hay que entender.",,
01:07:33:21,01:07:36:13,"So for them the earth is fixed,","Entonces, para ellos la tierra es fija,",,
01:07:37:14,01:07:41:11,"This is a place, but the rain is mobile,
the rain is watered","esta un lugar, pero la lluvia es móvil,
la lluvia se riega",,
01:07:42:02,01:07:45:21,"and fertilizes the earth, the lands in plural,","y va fecundando la tierra, las tierras en plural,",,
01:07:45:22,01:07:49:10,"the lands, because each woman is a land.","las tierras, porque cada mujer es una tierra.",,
01:07:50:03,01:07:54:11,"Yes, each territory
It has its own history, its own place,","Si, cada territorio
tiene una historia propia, lugar propio,",,
01:07:54:24,01:07:59:21,"then more than the earth as a unit
that does exist at a mythological level, it is called Mma.","entonces más que la tierra como unidad
que sí existe a nivel mitológico, xxxx se llama.",,
01:08:00:03,01:08:04:01,"There are also
specific lands or places","Existen también
las tierras o los lugares específicos",,
01:08:04:20,01:08:09:13,"to which one is associated
and that are represented in the cemetery housing axis.","a los cuales uno está asociado
y que se representan en el eje vivienda cementerio.",,
01:08:09:15,01:08:13:19,"This is why cemeteries are so important.
and that's why Vito's poem says","Por eso los cementerios son tan importantes
y por eso dice el poema de Vito",,
01:08:13:20,01:08:15:26,"what he said, there is your shadow and you rest.","lo que dijo, ahí está tu sombra y tú descansa.",,
01:08:16:01,01:08:21:10,"You can leave and you can not come back,
but there is the tree in your cemetery.","Podrás irte y podrás no volver,
pero ahí está el árbol en tu  cementerio.",,
01:08:21:11,01:08:22:03,In wayaqui apushi,En wayaqui apushi,,
01:08:24:20,01:08:26:12,"Yes, apushi.","Sí, apushi.",,
01:08:26:13,01:08:30:09,"Yes, apushi is relatives, it is like part,","Si, apushi es parientes, es  como parte,",,
01:08:30:17,01:08:33:17,"It's part uterine relative, yes,","es parte pariente uterino, sí,",,
01:08:33:20,01:08:37:22,"but a nest is like the family unit, not the clan.","pero un nido es como la unidad familiar, no el clan.",,
