Start Time,End Time,EN,HI,Highlight,Comments,Speaker,Interview
"00:08:35,264","00:08:36,324",interviewer: how,interviewer: कैसे,,,kashi baba,kashi baba
"00:08:37,651","00:08:43,791","baba: As soon as we leave our body, the soul appears in someone else's body.","baba: जैसे हमारा शरीर छूटा, तो ये आत्मा जो है दुसरे के शरीर में प्रकट हो जाती है",,,kashi baba,kashi baba
"00:08:46,279","00:08:58,284","Just like someone became pregnant at the same time, took birth immediately, even if you give it a different name, it doesn't matter, but the body is the same, only the name is different.","जैसे कोई गर्भवती हो गया उसी समय,तुरंत जन्म ले लिया, भले ही नाम उसका दूसरा रख दो, उससे कोई मतलब नहीं है लेकिन वही शरीर है, सिर्फ नाम अलग है",,,kashi baba,kashi baba
"00:08:59,418","00:09:07,664","So the soul never dies, the soul leaves one body and immediately joins another body, then those who attain salvation","तो आत्मा कभी नहीं मरती है, आत्मा तो एक शरीर को छोडती है तुरंत दुसरे शरीर को पकडती है, तो जो लोग मोक्ष को प्राप्त करते हैं",,,kashi baba,kashi baba
"00:09:07,732","00:09:11,952",that is the only body that goes to Lord Vishnu,केवल वही एक शरीर हैं जो भगवान् विष्णु के पास चले जाते हैं,,,kashi baba,kashi baba
"00:09:14,219","00:09:17,025",Attainment of salvation comes directly from Lord Vishnu.,मोक्ष प्राप्ति जो है सीधे भगवान् विष्णु के यहाँ होती है,,,kashi baba,kashi baba
"00:09:17,050","00:09:27,370","Interviewer: Baba, how should we live the normal life that has been taught in Hindu religion?  We are not talking about the life of a saint.",interviewer: बाबा हमें नार्मल जीवन जो हिन्दू धर्म में सिखाया गया है यो कैसे जीना चाहिए? हम साधू वाले जीवन की बात नहीं कर रहे,,,kashi baba,kashi baba
"00:09:28,166","00:09:39,730","baba: It is not necessary, a saint may be a great saint, but unless he is pure in soul, he is not a saint.","baba: कोई जरूरी नहीं है, एक साधू जो है, वो कितना ही बढ़िया साधू हो लेकिन जब तक आत्मा से शुद्ध नहीं है वो साधू नहीं है",,,kashi baba,kashi baba
"00:09:40,199","00:09:41,072",they are only for fun,वो स्वादु है,,,kashi baba,kashi baba
"00:09:41,956","00:09:51,343","So you can become a Sadhu, it is not necessary, there is no ashram greater than the Grihasthi Ashram of living within a family.","तो साधू तुम बन सकते हो कोई जरूरी नहीं है, एक परिवार के अन्दर रहकर के  जो गृहस्थी आश्रम होता है, उससे बड़ा कोई आश्रम नहीं है",,,kashi baba,kashi baba
"00:09:52,220","00:10:03,887","While living in a household, seeing all the things, seeing all the actions, how they should run, how they should run, if you move along observing everything, then your life will always be truthful.","गृहस्थी में रहकर के, सब चीज़ों को देखते हुए, सब कर्मों को देखते हुए,इनका कैसे चलना चाहिए, इनका कैसे चलना चाहिए, सबको अगर देखते हुए चलोगे तो हमेशा जीवन यापन सत्य ही होगा",,,kashi baba,kashi baba
"00:10:04,548","00:10:06,208",And karma will always be pure,और कर्म हमेशा साफ़ रहेंगे,,,kashi baba,kashi baba
"00:10:06,621","00:10:07,401",come this way,इधर से आ जाओ,,,kashi baba,kashi baba
"00:10:10,558","00:10:15,478",So for this it is not necessary that one has to disguise himself and become a saint.,तो इसके लिए ऐसा जरूरी नहीं है कि भेस बदल लेना है और साधू बन जाना है,,,kashi baba,kashi baba
"00:10:17,155","00:10:28,176","We also live in a householder's ashram, we too are householders, it is not necessary that we become saints and show illusion here and there or that we are after collecting illusion only","हम भी गृहस्थ आश्रम में रहते हैं, हम भी गृहस्थ हैं, कोई जरूरी नहीं है कि हम साधू बनकर इधर उधर माया दिखाते फिरें उया हम खाली माया बटोरने के पीछे हों",,,kashi baba,kashi baba
"00:10:29,630","00:10:33,149","Interviewer: What is the process of becoming a Sadhu, who can become a Sadhu?","interviewer:साधू बनने का प्रोसेस क्या होता है, कौन बन सकता है साधू",,,kashi baba,kashi baba
"00:10:33,174","00:10:40,525","baba: A saint has to give up illusion, material things, home and family.","baba: साधू को माया, मटेरियल सब त्यागना होता है, घर परिवार सब कुछ त्यागना होता है",,,kashi baba,kashi baba
"00:10:41,548","00:10:50,275","And after renouncing whatever is there, you go to some forest, doing penance, you have no connection with anyone, there is no Maya.","और त्यागने के बाद जो है, किसी जंगल में चले गए, अपना तप कर रहे हो, किसी से कोई मतलब नहीं है, कोई माया नहीं है",,,kashi baba,kashi baba
"00:10:52,586","00:11:02,611","So not everyone is able to do it, the first course is of 12 years, which is called Hat Tapasya.","तो इसे सब नहीं कर पाते हैं, पहला कोर्स है 12 साल का, जिसको बोलते हैं हट तपस्या",,,kashi baba,kashi baba
"00:11:05,064","00:11:12,437",One who is an ascetic will do severe penance for the first 12 years and then after going somewhere he will get one anna.,हट तपस्वी जो होता है वो पहले 12 साल घोर तपस्या करेगा तब कहीं जा कर के उसे एक आना मिलेगा,,,kashi baba,kashi baba
"00:11:15,521","00:11:17,241",Second course is 24 years,दूसरा कोर्स है 24 साल,,,kashi baba,kashi baba
"00:11:20,461","00:11:22,214",Third course is 42 years,तीसरा कोर्स है 42 साल,,,kashi baba,kashi baba
"00:11:23,074","00:11:24,181",So who does it?,तो कौन करता है ?,,,kashi baba,kashi baba
"00:11:26,518","00:11:27,871",Satguru are such people,सतगुरु ऐसे लोग हैं,,,kashi baba,kashi baba
"00:11:30,391","00:11:36,745","There was Swami Shankaracharya ji, there was Vivekananda ji, there are such people who used to do all this.","स्वामी शंकराचार्य जी थे, विवेकानंद जी थे, ऐसे ऐसे लोग है जो ये सब करते थे",,,kashi baba,kashi baba
"00:11:36,839","00:11:43,859","Now all the saints are there just for money, just keep coming.","अब जितने साधू हैं सब खाली पैसे के लिए हैं, आते रहो बस",,,kashi baba,kashi baba
"00:11:45,176","00:11:48,309","You have sounded the trumpet, you have sounded the boat, keep moving.","सरसा बजा दी, जहाज बजा दिए चलते रहो",,,kashi baba,kashi baba
"00:11:50,742","00:11:54,812","So Sadhu's name is devil, Baba's name is chaos.","तो साधू नाम शैतान, बाबा नाम बवाल",,,kashi baba,kashi baba
"00:11:57,960","00:12:03,253","So one should not do such deeds, if one has become a saint then one should also have the thoughts of a saint.","तो ऐसे कर्मों को नहीं करना चाहिए, अगर साधू बने हो तो साधू वाले विचार भी होने चाहिए",,,kashi baba,kashi baba
"00:12:03,293","00:12:06,333",Interviewer: But how do one become a saint?  They also have to go to their own last rites,interviewer: लेकिन बनते कैसे हैं साधू? उनको अपने खुद के पिंड दान में भी जाना होता है,,,kashi baba,kashi baba
"00:12:06,358","00:12:15,890","baba: One has to sacrifice oneself completely, those sanskars, tenth, thirteenth, all are done immediately, they will be bald.","baba:अपने आप को पूर्ण रूप से त्याग देना होता है, वो संस्कार, दसवीं, तेहरवीं सब कर लेते हैं तुरंत, उनका मुंडन होगा",,,kashi baba,kashi baba
"00:12:16,815","00:12:23,908","And those who have, their gurus speak in their ears, those mantras are not told to everyone, only they can do that mantra.","और जो उनके गुरु हैं वो उनके कान में बोलते हैं, वो मन्त्र सबको नहीं बताया जाता है, वो मन्त्र सिर्फ वही करेंगे",,,kashi baba,kashi baba
"00:12:24,308","00:12:33,381","The knowledge that the Guru has given, the mantra that the Guru has given, that mantra is not told to anyone, it is the knowledge of the Guru.","जो गुरु ने ज्ञान दिया है, जो गुरु ने मन्त्र दिया है, वो मन्त्र किसी को बताया नहीं जाता, गुरु का ज्ञान है वो",,,kashi baba,kashi baba
"00:12:36,395","00:12:40,415","Now some do one guru, some do five gurus, some do eleven gurus.","अब कोई एक गुरु करता है, कोई पांच गुरु करता है, कोई ग्यारह गुरु करता है",,,kashi baba,kashi baba
"00:12:42,223","00:12:48,876","But when there is a Guru's work then only one is made a Guru, till now I have not made anyone a Guru, I have not found anyone like that.","लेकिन गुरु का काम हो तब गुरु बनाया जाता है, अभी तक मैंने किसी को गुरु नहीं बनाया है, मुझे कोई ऐसा मिला ही नहीं",,,kashi baba,kashi baba
"00:12:50,933","00:12:54,147","Still the Guru is searching for us, and we are still searching for the Guru","अभी भी गुरु हमें खोज रहा है, और हम गुरु को खोज रहे हैं",,,kashi baba,kashi baba
"00:12:55,858","00:13:00,618","It is not necessary that we are searching with the body, we are searching with the eyes, we are searching from here","ये जरूरी नहीं है कि हम शरीर से खोज रहे हैं, आँख से खोज रहे हैं, हम यहाँ से खोज रहे हैं",,,kashi baba,kashi baba
"00:13:00,695","00:13:03,635","Interviewer: What is your age?
baba: My, at this time it is 55 years","interviewer: क्या उम्र है आपकी ?
baba: मेरी, इस समय 55 साल है",,,kashi baba,kashi baba
"00:13:03,908","00:13:06,308",Interviewer: You have been searching for your guru for 55 years.,interviewer: 55 साल से आप अपने गुरु को ढूंढ रहे हैं,,,kashi baba,kashi baba
"00:13:06,694","00:13:17,039","baba: Where have we not gone, we have visited Uttarakhand, Kedarnath, Badrinath, Amarnath, Amarkantha, Kailash and everywhere else, but till now we have not found any Guru.","baba: हम कहाँ नहीं गए, उत्तराखंड, केदारनाथ, बदरीनाथ, अमरनाथ, अमरकंठा, कैलाश और सब जगह घूम चुके हैं, लेकिन अभी तक हमको कोई गुरु नहीं मिला",,,kashi baba,kashi baba
"00:13:19,697","00:13:21,124",Will see when we get it,जब मिलेगा तो देखा जाएगा,,,kashi baba,kashi baba
"00:13:23,397","00:13:30,817","This is that we are searching for the Guru, the Guru is searching for us, and no one knows where we will find him, neither do I know nor do they know.","ये है कि गुरु को हम खोज रहे हैं, गुरु हमको खोज रहा है, और कहाँ मिलेंगे कोई नहीं जानता, न मैं जानता हूँ न वो जानते हैं",,,kashi baba,kashi baba
"00:13:31,744","00:13:33,284",we meet many saints,मिले तो हमको बहुत संत,,,kashi baba,kashi baba
"00:13:36,477","00:13:43,545","I kept walking in Uttarakhand for seven months and twenty-eight days, on foot, and in this disguise.","मैं सात महीने अट्ठाईस दिन उत्तराखंड में पैदल चलते रहे, पैदल, और इसी भेस में",,,kashi baba,kashi baba
"00:13:44,366","00:13:49,079","Not in any other clothes or anything, in the same disguise as we are here.","न किसी और कपडें में न कुछ, इसी भेस में जैसे यहाँ हैं इसी तरह",,,kashi baba,kashi baba
"00:13:51,243","00:13:56,109","I have gone till Shillong, I have gone till Brahmakamal","शिल्लोंग तक गए हैं, ब्रहमकमल तक गया हूँ मैं",,,kashi baba,kashi baba
"00:13:58,467","00:14:01,607",At that time I found 5365 sadhus,उस समय मुझे 5365 साधू मिले,,,kashi baba,kashi baba
"00:14:04,114","00:14:05,241",abbot people,मठाधीश लोग,,,kashi baba,kashi baba
"00:14:05,601","00:14:09,114","But among them I understood only three people, that three are right and the rest are useless.","लेकिन उनमें से मुझे तीन लोग ही समझ में आए, कि तीन सही हैं बाकी सब बेकार हैं",,,kashi baba,kashi baba
"00:14:09,287","00:14:11,074",Interviewer: How did you shortlist these guys?,interviewer: कैसे shortlist किया कि ये सही हैं,,,kashi baba,kashi baba
"00:14:11,107","00:14:14,674","We have seen them, we just sit while talking.","हमने देखा न उन्हें, वार्तालाप करते हुए हम तो बैठते हैं न",,,kashi baba,kashi baba
"00:14:16,497","00:14:22,483","Wherever satsang is going on, sadhus are sitting there, we also sit in the middle, listening.","जहाँ सत्संग चलता है, वहां साधू बैठे हैं, हम भी बैठते हैं बीच में, सुन रहे हैं",,,kashi baba,kashi baba
"00:14:23,503","00:14:29,530","I asked anyone, whatever my soul said and I did not get the right answer.","मैंने किसी से भी पूछ लिया, जो मेरी आत्मा ने कहा वो पूछ लिया और उसका उत्तर मुझे सही नहीं मिला",,,kashi baba,kashi baba
"00:14:31,582","00:14:42,552","Later I saw that he was lying somewhere after drinking alcohol, someone was lying here after consuming cannabis and was saying that you give us something, I will order this, I will order that.","बाद में देखा तो दारु पीकर कहीं लुड़का पड़ा है, कोई भांग खाकर यहाँ पड़ा है और कह रहा है कि तुम हमको कुछ दो, मैं ये मंगाऊंगा, वो मंगाऊंगा",,,kashi baba,kashi baba
"00:14:42,973","00:14:43,646",so what is all this,तो ये सब क्या है,,,kashi baba,kashi baba
"00:14:45,097","00:14:51,750","We found such and such people, but I found three saints, who were a little good, and even those were not complete.","ऐसे-ऐसे लोग हमको मिले, लेकिन तीन संत मुझे मिले जो थोड़े, वो भी पूरे नहीं थोड़े",,,kashi baba,kashi baba
"00:14:53,477","00:14:58,517","Means the one with half paisa, the same form of 12 year old that was mentioned in the beginning.","मतलब एक आध पैसे वाले, जो शुरू में बताया था 12 साल वाला बस वही रूप",,,kashi baba,kashi baba
"00:14:59,021","00:15:09,211","Look, in front of us was an indifferent Indradev, he was doing penance for 12 years at the doorstep of Vishwanath temple in Uttarkashi.","हम तो देखो हमारे सामने एक इंद्रदेव उदासीन था, उत्तरकाशी में विश्वनाथ मंदिर की चौखट पर वो तपस्या कर रहा था 12 साल से",,,kashi baba,kashi baba
"00:15:10,005","00:15:20,250","From 12 years, only one day was left, just 12 hours and in 12 hours his 12 years of penance was broken","12 साल से, सिर्फ एक दिन बाकी था, सिर्फ 12 घंटे और 12 घंटे में उसकी 12 साल की तपस्या भंग हो गई",,,kashi baba,kashi baba
"00:15:22,150","00:15:24,763",He was fascinated by a girl,एक लड़की को देखकर मोहित हो गया था वो,,,kashi baba,kashi baba
"00:15:26,501","00:15:33,281","Maya got into his head, she was a girl from Germany, he got fascinated, he married her.","माया सर पर आ गई उसके, वो जर्मनी की लड़की थी, मोहित हो गया, उससे शादी कर ली",,,kashi baba,kashi baba
"00:15:35,481","00:15:42,939","After a week she returned from Germany after selling her entire property,","एक हफ्ते के बाद वो जर्मनी से अपनी पूरी प्रॉपर्टी बेच कर वापस आई,",,,kashi baba,kashi baba
"00:15:42,992","00:15:48,259","And the moment he saw that Maya had taken over his head, he killed her, tied her in a bundle and threw her in the Ganga.","और जिस समय देखा की उसके सर पे माया का वास आ गया, उसको मारकर एक गठड़ी में बांधकर गंगा जी में फेंक दिया",,,kashi baba,kashi baba
"00:15:49,953","00:15:51,193",so there are such saints,तो ऐसे ऐसे संत हैं,,,kashi baba,kashi baba
"00:15:55,266","00:16:05,652","We came face to face with him, where the sages live, where ever the place is set, there is smoke and the smoke should keep burning for 24 hours.","हमसे सामना हो गया उसका, जहाँ साधू रहते हैं, जहाँ स्थान लगा दिया वहां धूना होता है और धूना 24 घंटे जलता रहना चाहिए",,,kashi baba,kashi baba
"00:16:07,573","00:16:11,526",If one belongs to Naga sect then the incense stick should be kept burning for 24 hours.,अगर नागा सम्प्रदाय में हो तो 24 घंटे धूना जलता रहना चाहिए,,,kashi baba,kashi baba
"00:16:12,099","00:16:17,152","We saw that the smoke was cold, we said Maharaj, tell us one thing.","हमने देखा धूना जो है ठंडा है, हमने कहा महाराज एक चीज़ बताइए हमको",,,kashi baba,kashi baba
"00:16:18,653","00:16:27,805","Your age is around 50-62. He said yes, I said how long have you been a saint?  They said it's been 42 years for me","आपकी उम्र करीब 50 62 है कहने लगे हाँ, मैंने कहा आप संत कितने दिन से हैं ? कहने लगे मुझे हो गए 42 साल",,,kashi baba,kashi baba
"00:16:28,359","00:16:35,346","And  have done penance for 12 years, I said ok you have done penance for 12 years but for how many days has this ashram been your hut?","और 12 साल तपस्या की है, मैंने कहा ठीक है 12 साल से तपस्या की है लेकिन ये आश्रम कितने दिन से आपकी कुटिया है",,,kashi baba,kashi baba
"00:16:36,413","00:16:42,479","He said that the hut has been there for 22 years, I said why is it so cold?","कहने लगे कुटिया को हो गए 22 साल, मैंने कहा ये धूना ठंडा क्यूँ है ?",,,kashi baba,kashi baba
"00:16:45,710","00:16:52,910","Then he started looking up and down, must have thought that he has asked something very high.","फिर वो लगा ऊपर से नीचे देखने, सोचा होगा कि इसने तो बहुत ऊपर की चीज़ पूछ ली",,,kashi baba,kashi baba
"00:16:53,691","00:17:02,124","I said, Maharaj, from where you became a saint, I said, I am the guru of that Akhara, I am from Khadakhara Akhara.","मैंने कहा महाराज, जहाँ से तुम साधू बने हो न, मैंने कहा मैं उस अखाड़े का गुरु हूँ, मैं खडाखड़ा अखाड़े का हूँ",,,kashi baba,kashi baba
"00:17:02,550","00:17:04,284",Find where is Khadakhada Akhara,खोजो खड़ाखड़ा अखाड़ा कहाँ है,,,kashi baba,kashi baba
"00:17:06,217","00:17:08,817",search search worldwide,खोजो पूरे विश्व में खोज डालो,,,kashi baba,kashi baba
"00:17:11,151","00:17:12,258",nothing will be found,कुछ नहीं मिलेगा,,,kashi baba,kashi baba
"00:17:18,831","00:17:23,551","And later when he got worried, he started asking, Maharaj, where is this Kharakha Akhara?",और बाद में जब वो परेशान हो गया तो पूछने लगा महाराज ये खड़ाखड़ा अखाड़ा कहाँ है ?,,,kashi baba,kashi baba
"00:17:24,385","00:17:34,242","We said, this is a cremation ground, this is a crematorium, Harishchandra was sitting in the ghat and said, look, this is a ghat, it runs 24 hours, this is a crematorium, you are blind.","हमने कहा ये खड़ाखड़ा अखाड़ा है ये शमशान, हरिश्चंद्र घाट में बैठे थे कि देखो ये घाट है, ये चौबीस घंटे चलता है, ये खड़ाखड़ा अखाड़ा है, अंधे हो तुम",,,kashi baba,kashi baba
"00:17:36,382","00:17:39,662","You have not opened the eyes here, you have just kept this one open.","तुमने यहाँ की आँख नहीं खोली हैं, बस ये वाली खोल रखी हैं",,,kashi baba,kashi baba
"00:17:41,606","00:17:43,413",from which only illusion is visible,जिससे सिर्फ माया दिखाई देती है,,,kashi baba,kashi baba
"00:17:45,819","00:17:47,559",only illusion is visible,सिर्फ illusion दिखाई देता है,,,kashi baba,kashi baba
"00:17:49,338","00:17:53,811","The truth is not visible, and it is a permanent arena that runs 24 hours a day.","सत्य नहीं दिखाई देता है, और ये खड़ाखड़ा अखाड़ा है जो चौबीस घंटे चलता है",,,kashi baba,kashi baba
"00:17:55,931","00:17:57,358",I belong to that arena,मैं उस अखाड़े का हूँ,,,kashi baba,kashi baba
"00:17:58,855","00:18:06,021","He started looking at me from top to bottom, I said go have fun, go, ask, eat and have fun but don't fool me.","ऊपर से नीचे मुझे देखने लगा, मैंने कहा जाओ मस्त रहो, जाओ, मांगो, खाओ मज़े करो लेकिन मुझे बेवक़ूफ़ मत बनाना",,,kashi baba,kashi baba
"00:18:09,009","00:18:14,875","Interviewer: Baba, there are some sadhus who worship dead bodies. What is the difference between them and sadhus?",interviewer: बाबा कुछ ऐसे साधू भी होते हैं जो मुर्दे की पूजा करते हैं उनमे और साधू में क्या फर्क है ?,,,kashi baba,kashi baba
"00:18:15,006","00:18:21,399","baba: Now they are Aghori, those who are Aghori are Kapalik.","baba: अब वो तो अघोरी होते हैं, अघोरी जो होते हैं वो कापालिक होते हैं",,,kashi baba,kashi baba
"00:18:22,272","00:18:28,105",Those who are Kapalikas worship the dead and awaken them.,"जो कापालिक होते हैं वो मुर्दों की पूजा करते हैं, उसे जगाते हैं",,,kashi baba,kashi baba
"00:18:28,451","00:18:28,871",interviewer: why,interviewer: क्यों,,,kashi baba,kashi baba
"00:18:29,757","00:18:34,944","baba: For some Tantra Vidya, which is called magic power, black magic.","baba: कुछ तंत्र विद्या के लिए, जिसको बोलते हैं मैजिक पॉवर, ब्लैक मैजिक",,,kashi baba,kashi baba
"00:18:38,884","00:18:45,398","Like I embezzled something of yours and gave it to them, embezzled theirs and gave it to them, embezzled theirs and gave it to them, so what is all this black magic?","जैसे मैंने तुम्हारा कुछ घिसकर के उनको दे दिया, उनका घिसकर के उनको दे दिया, उनका घिसकर के उनको दे दिया, तो ये सब क्या है ब्लैक मैजिक है",,,kashi baba,kashi baba
"00:18:47,146","00:18:50,620","exorcising, soaking, burdening, burdensome work","ओझा, सोखा, बोझा, बोझ लादने वाला काम",,,kashi baba,kashi baba
"00:18:51,766","00:18:57,527","So this used to be their job but not everyone does it, some are such wise that they follow the truth.","तो ये उनका काम होता था लेकिन सब नहीं करते हैं, कोई ऐसा होता है कापालिक कि वो सत्य पर चलता है",,,kashi baba,kashi baba
"00:18:58,614","00:19:05,374","But here it is mostly untrue, the truth is not visible, it just dominates.","लेकिन यहाँ तो ज्यादातर असत्य है, सत्य दिखाई नहीं देता है वो बस हावी होता है",,,kashi baba,kashi baba
"00:19:06,195","00:19:07,181",Interviewer: Is it all a pretense?,interviewer: सब ढोंग है ?,,,kashi baba,kashi baba
"00:19:09,488","00:19:11,375","baba: Yes, Keenaram was a person","baba: थे, कीनाराम थे",,,kashi baba,kashi baba
"00:19:13,628","00:19:15,828",His last generation was Yavdutram,उनकी आखिरी पीढ़ी थी यावदूतराम,,,kashi baba,kashi baba
"00:19:17,341","00:19:26,023",If Yavdutram had followed the rules then this yavdutram would have been the 21st generation of Keenaram.,अगर याव्दूतराम कायदे से चलते तो कीनाराम की २१वी पीढ़ी थी ये अव्दूतराम,,,kashi baba,kashi baba
"00:19:26,557","00:19:28,737","Interviewer: Can an Aghori hurt anyone?
baba: yes","interviewer: क्या अघोरी किसी को चोट भी पहुंचा सकता है ?
baba: हाँ",,,kashi baba,kashi baba
"00:19:31,053","00:19:35,506","Interviewer: What would be the motive of Aghori, what would be his aim to hurt someone?","interviewer: अघोरी का मोटिवे क्या होगा, उद्देश्य क्या होगा किसी को चोट पहुंचाने का ?",,,kashi baba,kashi baba
"00:19:35,580","00:19:43,139","baba: It is like that if someone has done such a deed to him then he can hurt him, that too through his Tantra Kriya.","baba: ऐसा है कि अगर किसी ने उनके साथ ऐसा कोई कर्म किया हो तो वो उसको चोट पहुंचा सकते हैं, वो भी अपनी तंत्र क्रिया से",,,kashi baba,kashi baba
"00:19:45,133","00:19:46,907",whatever he says will happen,जो वो बोल देंगे वो सब हो जाएगा,,,kashi baba,kashi baba
"00:19:49,366","00:19:50,820",Interviewer: They have so much power,interviewer: इतनी पावर होती है उनमें,,,kashi baba,kashi baba
"00:19:51,106","00:19:56,293","baba: But not everyone, maybe one in a million is like this.","baba: लेकिन सब में नहीं,लाखों में शायद एक आद कोई ऐसा हो",,,kashi baba,kashi baba
"00:19:57,547","00:19:58,707",Interviewer: How different are they from saints?,interviewer: साधुओं से कितने अलग होते हैं वो?,,,kashi baba,kashi baba
"00:20:00,033","00:20:05,580","These people live 10 miles apart from the saints, 10 miles","साधू से 10 परग अलग रहते हैं ये लोग, 10 परग",,,kashi baba,kashi baba
"00:20:08,231","00:20:15,968",Because Avaguni Tantra is the 44th part of Lord Shankar.,इसलिए कि अवगुणी तंत्र जो है ये भगवान् शंकर का एक 44वा भाग है,,,kashi baba,kashi baba
"00:20:18,175","00:20:20,668",Like Lord Shankar always stays in the crematorium,जैसे भगवान् शंकर हमेशा शमशान में रहते हैं,,,kashi baba,kashi baba
"00:20:23,668","00:20:28,762","The 44th part is Aghor Tantra, not everyone does that.","44वा भाग जो है ये अघोर तंत्र है, वो सब नहीं करते हैं",,,kashi baba,kashi baba
"00:20:31,624","00:20:36,764",There are 44 types of Aghoris also.,अघोरियों में भी 44 प्रकार के अघोरी होते हैं,,,kashi baba,kashi baba
"00:20:38,098","00:20:48,093","Some people perform the cremation rituals, some people perform the rituals while sitting in the graveyard, some people perform the rituals while sitting in water, all the rituals are of the crematorium only.","कोई मशान की क्रिया करता है, कोई कब्रिस्तान में बैठ कर क्रिया करता है, कोई जल में बैठकर क्रिया करता है, सारी क्रियाएं शमशान की ही है",,,kashi baba,kashi baba
"00:20:51,072","00:20:52,472",So these are the three ways,तो ये तीन रास्ते हैं,,,kashi baba,kashi baba
"00:20:55,159","00:21:00,089",The fourth one is where people are buried in the cemetery.,"चौथा वो जहाँ लोग कब्रिस्तान में गाढ़ते हैं, वहां है",,,kashi baba,kashi baba
"00:21:02,803","00:21:05,343",So all these are the same rituals of cremation but all are different.,तो ये सब शमशान की ही क्रियाएं हैं लेकिन सब अलग-अलग है,,,kashi baba,kashi baba
"00:21:06,266","00:21:09,933","Everyone's work is divided that you have to do this, you have to do this, you have to do this","सबका काम बंटा हुआ है कि तुमको ये करना है, तुमको ये करना है, तुमको ये करना है",,,kashi baba,kashi baba
"00:21:09,966","00:21:13,286",Interviewer: Whom do these Aghori worship?,interviewer: ये अघोरी किनकी पूजा करते हैं ?,,,kashi baba,kashi baba
"00:21:14,167","00:21:23,834","baba: Worship Mahakaal, worship Kali, worship Mahakali, that's it, nothing else, worship skeleton Kali.","baba: महाकाल की पूजा करते हैं, काली की पूजा करते हैं, महाकाली की पूजा करते हैं, बस वही है और कुछ नहीं, कंकाल काली की पूजा करते हैं",,,kashi baba,kashi baba
"00:21:26,746","00:21:39,670","Interviewer: Baba, now let's finish, you too must be tired, but I will just ask one question on Mother Ganga and a small message
that you want to send to the world.  What is the relevance of Mother Ganga here in Banaras and what is its belief in Hindu religion?","interviewer: बाबा अब ख़त्म करते हैं आप भी थक गए होंगे, लेकिन बस एक सवाल माँ गंगा पर करेंगे और एक छोटा सा जो आप दुनिया को मेसेज देना चाहते हैं|
यहाँ बनारस में क्या relevance है माँ गंगा की और हिन्दू धर्म में क्या मान्यता है ?",,,kashi baba,kashi baba
"00:21:40,007","00:21:46,314","baba: This is Uttarayani Ganga in Kashi, Uttarayani Ganga which is in Kashi is very important.","baba: ये उत्तरायनी गंगा है काशी में, उत्तरायनी गंगा जो है काशी में बहुत महत्व रखती है",,,kashi baba,kashi baba
"00:21:47,591","00:21:55,001","This is not everywhere, that's why people come to Kashi, to take bath in Uttarayani Ganga.","ये हर जगह नहीं है, तो इसीलिए लोग काशी में आते हैं, उत्तरायनी गंगा में स्नान करने के लिए",,,kashi baba,kashi baba
"00:21:55,168","00:22:04,422","And to have darshan of Lord Shankar, that is why people take bath in Kashi and have darshan of Vishwanath, Baba Mrityunjaynath is present here.","और भगवान् शंकर के दर्शन करने के लिए,तो इसीलिए लोग काशी में स्नान करते हैं और विश्वनाथ के दर्शन करते हैं, बाबा मृत्युंजयनाथ विराजमान हैं यहाँ पर",,,kashi baba,kashi baba
"00:22:05,759","00:22:15,572","And Kaal Bhairav ​​is the Kotwal of Kashi, the protector of Ganga and the protector of Vishwanath, so after having darshan of all, Kaal Bhairav ​​is seen.","और काल भैरव काशी के कोतवाल हैं, गंगा के रक्षक और विश्वनाथ के रक्षक, तो सबके दर्शन करने के बाद काल भैरव के दर्शन किए जाते हैं",,,kashi baba,kashi baba
"00:22:16,122","00:22:18,068",This is the importance of Kashi,ये काशी का महत्व है,,,kashi baba,kashi baba
"00:22:18,561","00:22:24,921","Interviewer: Baba, if we look with our naked eyes, we have polluted Mother Ganga a lot but still people come.",interviewer: अगर बाबा हम अपनी नंगी आँखों से देखो तो हमने माँ गंगा को काफी दूषित कर दिया है लेकिन फिर भी लोग आते हैं,,,kashi baba,kashi baba
"00:22:25,015","00:22:30,735",baba: All these people see it with the mind's eye,baba: ये सभी लोग इसे मन की आँख से देखते हैं,,,kashi baba,kashi baba
"00:22:32,150","00:22:36,704",We see with our mind's eye that Ganga is polluted.,ये हम लोग मन की आँखों से देखते हैं कि गंगा प्रदूषित है,,,kashi baba,kashi baba
"00:22:38,337","00:22:41,397",Who has the power to pollute the Ganga?,गंगा को गन्दा करने की किसके अंदर पॉवर है ?,,,kashi baba,kashi baba
"00:22:44,100","00:22:49,187",Who has the power?  Ganga is flowing,किसके अन्दर पॉवर है? गंगा चल रही है,,,kashi baba,kashi baba
"00:22:51,288","00:23:02,725","And the water that flows never gets polluted, even today keep Ganga water in one bottle and water from somewhere else in the other bottle.","और जो जल चलता है, वो कभी प्रदूषित नहीं होता है, आज भी गंगा का जल एक शीशी में रख लो और एक शीशी में कहीं और का जल",,,kashi baba,kashi baba
"00:23:03,312","00:23:09,965","Be it Yamuna, Mandakini, Godavari, or any other water, collect water from a tap and keep it.","यमुना हो, चाहे मंदाकिनी हो चाहे गोदावरी हो, चाहे कोई और जल रख लो, एक नल में से जल उठाकर के रख लो",,,kashi baba,kashi baba
"00:23:10,158","00:23:16,612",collect water from a well anywhere,एक कुँए में से कहीं से भी जल उठाकर रख लो,,,kashi baba,kashi baba
