,Start Time,End Time,EN,ES,Highlight,Comments,Interview
7516,00:01:45:14,00:01:49:02,"and this is the river, in wayuunaiki it is said suchi'i,","y este es el río, en wayuunaiki se dice suchi´i,",,,weildler outside
7517,00:01:49:18,00:01:52:18,"It is the most important river in La Guajira,","es el río más importante de la Guajira,",,,weildler outside
7518,00:01:53:12,00:01:56:12,"perhaps the only one in the Wayúu territory,","quizás el único del territorio wayúu,",,,weildler outside
7519,00:01:57:01,00:02:00:14,"which has many streams that dry up in summer,","el cual tiene muchos arroyos que se secan en verano,",,,weildler outside
7520,00:02:01:00,00:02:04:00,but this is the most important river of the Wayuú.,pero este es el río más importante de los wayú.,,,weildler outside
7521,00:02:04:10,00:02:07:05,"and Ríohacha for the Wayúu is called Suchima,","y ríohacha para los wayúu se llama suchima,",,,weildler outside
7522,00:02:07:05,00:02:10:09,"This is a serpent river, a path river.","Este es un río serpiente, un río camino.",,,weildler outside
7523,00:02:10:22,00:02:13:14,It is linked to the stories of the Wayuú,Está ligado a las historias de los wayú,,,weildler outside
7524,00:02:13:14,00:02:16:14,and on the way to the interior of the continent.,y al camino hacia el interior del continente.,,,weildler outside
7525,00:02:16:21,00:02:19:13,It has the story of a snake,Tiene la historia de una serpiente,,,weildler outside
7526,00:02:19:13,00:02:23:08,that marks its course in each rainy season.,que marca su cauce en cada época de lluvias.,,,weildler outside
7527,00:02:23:09,00:02:26:09,That snake is called jerakanauwa,Esa serpiente se llama jerakanauwa,,,weildler outside
7528,00:02:26:12,00:02:31:03,and many Wayúu settlements are along this river.,y muchos asentamientos wayúu están a lo largo de este río.,,,weildler outside
7529,00:02:31:13,00:02:36:16,From the middle course of Distracción in the south of La Güajira,"Desde el curso medio de Distracción
en el sur de La Guajira",,,weildler outside
7530,00:02:37:05,00:02:40:12,"to the mouth here in Riohacha, where it forms","hasta la desembocadura aquí en Riohacha, donde forma",,,weildler outside
7531,00:02:40:12,00:02:44:04,a Delta with the sea and where there is a lot of bird life,un delta con el mar y donde hay mucha vida de aves,,,weildler outside
7532,00:02:44:18,00:02:49:04,"pelicans, cormorants and formerly alligators.","pelícanos, cormoranes y antes caimanes.",,,weildler outside
7533,00:02:49:12,00:02:53:05,And it is a river of many tales for the Wayuú.,Y es un río de muchos relatos para los wayú.,,,weildler outside
7534,00:02:53:18,00:02:56:18,"Also, a kind of living being","También, una especie de ser viviente",,,weildler outside
7535,00:02:56:22,00:03:01:02,"that generates a way of life, the way of life of the river","que genera una forma de vida, la forma de vida del río",,,weildler outside
7536,00:03:01:17,00:03:04:02,and that has a forest that gives fruits,y que tiene un bosque que da frutos,,,weildler outside
7537,00:03:04:02,00:03:05:14,"and that also gives food,","y que también da alimentos,",,,weildler outside
7538,00:03:06:16,00:03:09:08,fish and other types of food.,peces y otro tipo de alimentos.,,,weildler outside
7539,00:03:09:08,00:03:09:18,"Therefore,",De manera,,,weildler outside
7540,00:03:09:18,00:03:12:18,this river is key in giving its name to this city,que este río es clave en darle nombre a esta ciudad,,,weildler outside
7541,00:03:12:22,00:03:14:03,which is Riohacha.,que es Riohacha.,,,weildler outside
7542,00:03:14:03,00:03:15:21,It has been its story,Ha sido su historia,,,weildler outside
7543,00:03:15:21,00:03:19:15,"over time and this river originates in the Sierra Nevada,","a lo largo del tiempo y este río nace en la Sierra Nevada,",,,weildler outside
7544,00:03:19:15,00:03:20:04,where there are,dónde están,,,weildler outside
7545,00:03:20:04,00:03:23:23,"the Kogis indigenous people and the Wiwas other indigenous peoples,","los indígenas Koguis y los wiwas otros pueblos indígenas,",,,weildler outside
7546,00:03:24:09,00:03:27:09,who also have many stories about the river.,que también tienen muchas narraciones acerca del río.,,,weildler outside
7547,00:03:27:17,00:03:30:16,"So, in some way these rivers are a path and are memory,","De alguna manera estos ríos son camino y son memoria,",,,weildler outside
7548,00:03:30:19,00:03:33:19,memory of all the people who live along it.,memoria de todos los pueblos que viven a lo largo de él.,,,weildler outside
7549,00:03:35:22,00:03:38:12,Shocking and the river too,Impactante y el río también,,,weildler outside
7550,00:03:38:12,00:03:41:12,"is used as a mode of transportation, I guess.","se usa como modo de transporte,supongo.",,,weildler outside
7551,00:03:41:18,00:03:44:18,"Well, he is navigable only in the lower part,","Bueno, él es navegable sólo en la parte baja,",,,weildler outside
7552,00:03:44:21,00:03:47:21,"only in this lower area, but","solo en esta parte baja, pero",,,weildler outside
7553,00:03:48:05,00:03:51:09,Only canoes were used to get from one shore to the other.,solo se utilizaban canoas para pasar de una orilla a otra.,,,weildler outside
7554,00:03:51:21,00:03:55:13,"In Wayúu Riohacha is called suchimalü, suchima","En wayúu  Riohacha se llama suchimalü, suchima",WHITE (8),,weildler outside
7555,00:03:56:08,00:03:59:11,which was like a river that goes into the earth.,que era como un río que se mete adentro de la tierra.,,,weildler outside
7556,00:04:01:15,00:04:02:04,That's good.,Qué bien.,,,weildler outside
7557,00:04:25:21,00:04:28:21,"And then, talking about this river","Y entonces, hablando de este río",,,weildler outside
7558,00:04:28:23,00:04:32:09,and the stories he has as a being,y los relatos que tiene como un ser,,,weildler outside
7559,00:04:32:11,00:04:35:15,"Living , can you tell me a little more about that?","viviente, ¿me puede hablar un poco más de eso?,",,,weildler outside
7560,00:04:36:02,00:04:38:17,What is the river like?,¿Cómo es el río,,,weildler outside
7561,00:04:38:17,00:04:40:19,"in relation to the people there,","en relación a la gente de ahí,",,,weildler outside
7562,00:04:40:19,00:04:42:04,of the Wayuú?,de los wayú?,,,weildler outside
7563,00:04:42:04,00:04:45:14,"The river generates games, games for children,","El río genera juegos, juegos para los niños,",,,weildler outside
7564,00:04:46:06,00:04:49:04,the Alligator game.,el juego de Caimanes.,,,weildler outside
7565,00:04:49:04,00:04:50:20,"There is a game called Trapiche, which","Hay un juego que se llama Trapiche, que",,,weildler outside
7566,00:04:50:20,00:04:54:00,"It's like spinning around a river tree,","es como girar alrededor de un árbol del río,",,,weildler outside
7567,00:04:54:12,00:04:57:11,water games in which they,juegos acuáticos en los cuales ellos,,,weildler outside
7568,00:04:58:11,00:05:01:11,"they raise the water with their foot, among the children","levantan el agua con el pie, entre los niños",,,weildler outside
7569,00:05:01:13,00:05:03:12,"They have a game called sombreros (hats),","tienen un juego que se llama sombreros,",,,weildler outside
7570,00:05:03:12,00:05:06:03,which is like touching and hiding in the water.,que es como tocarse y esconderse en el agua.,,,weildler outside
7571,00:05:06:03,00:05:07:19,They have many games,Tienen muchos juegos,,,weildler outside
7572,00:05:07:19,00:05:10:06,and they are spaces where shaman women,y son espacios donde las mujeres chamanes,,,weildler outside
7573,00:05:10:06,00:05:13:09,"collect plants for healing,","recolectan plantas para la curación,",,,weildler outside
7574,00:05:14:03,00:05:16:21,"where women go to wash clothes from the river,","donde las mujeres van a lavar la ropa del río,",,,weildler outside
7575,00:05:16:21,00:05:19:21,"where young Wayuú couples fall in love,","donde se enamoran las parejas jóvenes de los wayú,",,,weildler outside
7576,00:05:19:23,00:05:22:01,also on the river bank.,también a la orilla del río.,,,weildler outside
7577,00:05:22:01,00:05:25:01,Generates a catch at certain times of the year,Genera una pesca en ciertas épocas del año,,,weildler outside
7578,00:05:25:07,00:05:29:13,and generates a great relationship with the river's own forest.,y genera una gran relación con el bosque propio del río.,,,weildler outside
7579,00:05:30:19,00:05:32:04,"He changes,","Él va cambiando,",,,weildler outside
7580,00:05:32:04,00:05:35:04,"from stones and almost transparent up there,","desde piedras y casi transparente allá arriba,",,,weildler outside
7581,00:05:35:12,00:05:39:01,until it gradually descends to the Caribbean.,hasta que va bajando poco a poco hasta el Caribe.,,,weildler outside
7582,00:05:39:15,00:05:42:15,"It is about 250 kilometers long,","Tiene unos 250 kilómetros de largo,",,,weildler outside
7583,00:05:43:12,00:05:45:08,but it is a river that gives meaning,pero es un río que le da sentido,,,weildler outside
7584,00:05:45:08,00:05:48:23,"to the territory in La Guajira, orders the territory.","al territorio en La Guajira, ordena al territorio.",,,weildler outside
7585,00:05:48:23,00:05:50:13,That is why it is so important.,Por eso es tan importante.,,,weildler outside
7586,00:05:50:13,00:05:52:23,"And when it reaches Riohacha it forms a delta,","Y cuando llega a Riohacha forma un delta,",,,weildler outside
7587,00:05:52:23,00:05:56:02,"This is one of the arms, but there are three more","este es uno de los brazos, pero hay tres más",,,weildler outside
7588,00:05:56:07,00:05:59:12,"in that direction, where there is a lot of life.","en aquella dirección, en donde hay mucha vida.",,,weildler outside
7589,00:05:59:12,00:06:01:19,"crabs, oysters,","cangrejos, ostras,",,,weildler outside
7590,00:06:01:19,00:06:04:19,"there were alligators before and anyway,","había caimanes antes y en fin,",,,weildler outside
7591,00:06:05:07,00:06:08:00,structures the territory.,estructura el territorio.,,,weildler outside
7592,00:06:08:00,00:06:08:19,Very important,Muy importante,,,weildler outside
7593,00:06:08:19,00:06:12:01,"then for entertainment, for experience.","entonces para diversión, para la vivencia.",,,weildler outside
7594,00:06:12:13,00:06:15:10,"for humans and…
Of course","Tanto para los humanos, como el país.
Claro",,,weildler outside
7595,00:06:15:10,00:06:19:11,"And the road, he was called a river road because following","Y el camino, él se llamó un río camino porque siguiendo",,,weildler outside
7596,00:06:19:11,00:06:22:11,"the course of it, you reach the throat",el curso de él se llega a la garganta,,,weildler outside
7597,00:06:22:11,00:06:23:15,between the Sierra Nevada,entre la Sierra Nevada,,,weildler outside
7598,00:06:23:15,00:06:25:03,"and the Serranía del Perijá,","y la Serranía del Perijá,",,,weildler outside
7599,00:06:25:03,00:06:27:11,as inside what is now Colombia.,como al interior de lo que hoy es Colombia.,,,weildler outside
7600,00:06:27:11,00:06:30:13,"This is the way, follow the river.","Este es el camino, seguir el río.",,,weildler outside
7601,00:06:31:15,00:06:32:19,Union.,Unión.,,,weildler outside
7602,00:06:32:19,00:06:35:19,"And you as a child,","¿Y usted como un niño,",,,weildler outside
7603,00:06:37:15,00:06:39:00,did you grow up here in Riohacha?,creció aquí en Riohacha?,,,weildler outside
7604,00:06:39:00,00:06:42:10,"Yes, between Riohacha and Carrizal is my original land,","Sí, entre Riohacha y Carrizal es mi tierra original,",,,weildler outside
7605,00:06:43:07,00:06:44:09,but I studied here,pero estudiaba aquí,,,weildler outside
7606,00:06:44:09,00:06:46:12,and therefore the river was very important.,y por lo tanto el río fue muy importante.,,,weildler outside
7607,00:06:46:12,00:06:49:19,I saw the last alligator in the river killed when I,Yo vi matar al último caimán del río cuando yo,,,weildler outside
7608,00:06:49:19,00:06:53:08,"I was like, seven years old, everyone ran away.","tenía como, siete años, todo el mundo salió corriendo.",,,weildler outside
7609,00:06:53:08,00:06:56:18,"And here, in this place, here where we are, 20 meters away,","Y aquí, en este lugar, aquí donde estamos, a 20 metros,",,,weildler outside
7610,00:06:57:04,00:06:59:08,"They hung that alligator.

They hung it?","colgaron ese caimán.

¿Colgado?",,,weildler outside
7611,00:06:59:08,00:07:04:03,"Yes, that's how they showed it, it had a salmon-colored stomach.","Si, así lo exhibieron, tenía el estómago salmón color salmón",,,weildler outside
7612,00:07:04:13,00:07:07:20,"and it was big, perhaps it was the last alligator that was in the river.","y era grande, quizá fue el último caimán que estuvo en el río.",,,weildler outside
7613,00:07:08:06,00:07:10:03,Why did they kill him?,¿Porque lo mataron?,,,weildler outside
7614,00:07:10:03,00:07:13:03,"We don't know, because it's full of alligators.","No sabemos, porque está lleno de caimanes.",,,weildler outside
7615,00:07:14:01,00:07:15:23,And do you remember the last alligator?,¿Y recuerda el último caimán?,,,weildler outside
7616,00:07:15:23,00:07:17:05,The very last.,El último.,,,weildler outside
7617,00:07:17:05,00:07:19:05,"Wow, that’s a story!",Qué historia esa!,,,weildler outside
7618,00:07:19:05,00:07:21:16,Yeah,Sí,,,weildler outside
7619,00:07:41:00,00:07:42:10,and the river,¿y el río,,,weildler outside
7620,00:07:42:10,00:07:45:19,"as a living being, how does he express himself?",como un ser viviente ¿cómo se expresa a sí mismo?,,,weildler outside
7621,00:07:46:03,00:07:47:22,"On the riverbed,","En el cauce,",,,weildler outside
7622,00:07:49:04,00:07:51:05,in every rainy season,en cada época de lluvias,,,weildler outside
7623,00:07:51:05,00:07:53:17,"he can change his path,","él puede cambiar de camino,",,,weildler outside
7624,00:07:53:17,00:07:56:07,but at the same time he has a hierarchy.,pero a la vez él tiene una jerarquía.,,,weildler outside
7625,00:07:56:07,00:07:59:04,"There are the small streams that feed it,","Están los pequeños arroyos que lo alimentan,",,,weildler outside
7626,00:07:59:04,00:08:01:22,the streams are,están las quebradas,,,weildler outside
7627,00:08:01:22,00:08:05:17,They are like other arms of the river and the river has a bottom,que son como otros brazos del río y el río tiene fondo,,,weildler outside
7628,00:08:06:08,00:08:09:05,"and the Wayúu know and organize it by bottoms,","y los wayúu conocen y lo organizan por fondos,",,,weildler outside
7629,00:08:09:05,00:08:10:13,"where the bottom is sand,","donde el fondo es de arena,",,,weildler outside
7630,00:08:10:13,00:08:12:07,"where the bottom is stone,","donde el fondo es de piedra,",,,weildler outside
7631,00:08:12:07,00:08:15:00,"where the bottom is tree roots, where","donde el fondo es de raíces de árboles, donde",,,weildler outside
7632,00:08:15:00,00:08:18:00,The bottom is ravines and where the bottom is mud.,el fondo es de barrancos y donde el fondo es de lodo.,,,weildler outside
7633,00:08:18:07,00:08:21:07,"This is how the Wayúu categorize the course of the river,","Así los wayúu categorizan el curso del río,",,,weildler outside
7634,00:08:21:07,00:08:24:07,"because of the type of bottom it has below,","por el tipo de fondo que tiene abajo,",,,weildler outside
7635,00:08:24:14,00:08:27:04,"if it is sand, mud, stone, root.","si es arena, lodo, piedra, raíz.",,,weildler outside
7636,00:08:27:04,00:08:28:22,And does it have different characteristics?,¿Y tiene características diferentes?,,,weildler outside
7637,00:08:28:22,00:08:31:13,Different in each place.,Diferentes en cada lugar.,,,weildler outside
7638,00:08:31:13,00:08:34:07,"And does it also have any kind of souls, like you’re saying,","¿Y también tiene como un ánimo, cómo está diciendo,",,,weildler outside
7639,00:08:34:07,00:08:35:08,at different times?,en diferentes épocas?,,,weildler outside
7640,00:08:35:08,00:08:40:21,"Yes, many myths talk about him, they talk about snakes","Sí, muchos mitos hablan de él, hablan de serpientes",,,weildler outside
7641,00:08:41:16,00:08:44:17,"that follow him, of a bull that lives within him.","que lo siguen, de un toro que habita dentro de él.",,,weildler outside
7642,00:08:45:08,00:08:48:15,"They call that snake doroy in some places, in others","A esa serpiente le llaman doroy
en unas partes, en otras",,,weildler outside
7643,00:08:48:15,00:08:51:02,"they call him jerakanawa,","le llaman jerakanawa,",,,weildler outside
7644,00:08:51:02,00:08:54:19,and the songs and stories are given across the river.,y los cantos y los relatos se dan a través del río.,,,weildler outside
7645,00:08:55:07,00:08:56:02,"many songs,","Muchos cantos,",,,weildler outside
7646,00:08:56:02,00:08:57:17,many stories that have to do,muchos relatos que tienen que ver,,,weildler outside
7647,00:08:57:17,00:08:59:05,with the river as a space.,con el río como un espacio.,,,weildler outside
7648,00:09:00:19,00:09:02:18,And that tells me a little about,Y eso háblame un poco de,,,weildler outside
7649,00:09:02:18,00:09:07:11,What is the significance of music and dance among the Wayuú?,¿Cuál es la significancia de la música y del baile en los wayú?,,,weildler outside
7650,00:09:08:07,00:09:11:09,Music is something that was given to us.,La música es algo que nos fue dado.,,,weildler outside
7651,00:09:11:19,00:09:15:03,"Music is something that more than a human invention,","La música es algo que más que una invención humana,",,,weildler outside
7652,00:09:15:03,00:09:18:03,It is a legacy of non-humans.,es un legado de los no humanos.,,,weildler outside
7653,00:09:18:12,00:09:22:14,"From the turtle, then the drum, the curlew played it.","De la tortuga, luego el tambor, el alcaraván  lo tocaba.",,,weildler outside
7654,00:09:23:02,00:09:27:08,"The trees that were musicians give us flutes,","Los árboles que eran músicos, nos dan las flautas,",,,weildler outside
7655,00:09:27:17,00:09:29:13,the wood from which they are built,la madera de donde se construyen,,,weildler outside
7656,00:09:29:13,00:09:31:15,the musical instruments.,los instrumentos musicales.,,,weildler outside
7657,00:09:31:15,00:09:33:19,Music,La música,,,weildler outside
7658,00:09:33:19,00:09:35:19,"occurs in sociability,","se da en sociabilidad,",,,weildler outside
7659,00:09:35:19,00:09:40:01,"When dancing, dances, but it can also be given for grazing.","danza, baile, pero también se puede dar para el pastoreo.",,,weildler outside
7660,00:09:40:15,00:09:43:14,"The drum speaks to the Wayúu, it lifts their spirits","El tambor habla a los wayúu, les levanta el ánimo",,,weildler outside
7661,00:09:43:14,00:09:46:01,"and they listen to it for a horse race,","y la escucha para una carrera de caballos,",,,weildler outside
7662,00:09:46:01,00:09:49:01,"mark the cattle, for a party,","marcar el ganado, para una parranda,",,,weildler outside
7663,00:09:49:01,00:09:52:01,for a dance for a girl's release from confinement.,para una danza de la salida de una niña del encierro.,,,weildler outside
7664,00:09:52:14,00:09:55:18,"There are many forms of the drum, but the drum speaks","Hay muchas formas del tambor, pero el tambor habla",,,weildler outside
7665,00:09:56:10,00:09:58:22,and every drum performer,y cada ejecutor de tambor,,,weildler outside
7666,00:09:58:22,00:10:02:07,has a characteristic sound that makes it identifiable,tiene un sonido característico que lo hace identificar,,,weildler outside
7667,00:10:02:07,00:10:04:07,differently from others.,de manera distinta a otros.,,,weildler outside
7668,00:10:04:07,00:10:07:01,"It serves to make a woman fall in love,","Sirve para enamorar a una mujer,",,,weildler outside
7669,00:10:07:01,00:10:09:22,"the drum, which was previously the turtle","el tambor, que antes era la tortuga",,,weildler outside
7670,00:10:09:22,00:10:12:22,"terrestrial, was the first executor of that.","terrestre, era el primer ejecutor de eso.",,,weildler outside
7671,00:10:13:09,00:10:16:09,The birds left us rhetoric,Los pájaros nos legaron la retórica,,,weildler outside
7672,00:10:16:12,00:10:18:22,"and harmony in speech,","y la armonía en el hablar,",,,weildler outside
7673,00:10:18:22,00:10:21:03,"that sounds like music too,","que suena como una música también,",,,weildler outside
7674,00:10:21:03,00:10:22:20,That is the legacy of birds.,Ese es el legado de las aves.,,,weildler outside
7675,00:10:22:20,00:10:26:11,"The palabreros are descendants of birds, the good ones","Los palabreros son descendientes de aves,los buenos",,,weildler outside
7676,00:10:26:11,00:10:29:13,palavers because persuasive speech,palabreros porque el discurso persuasivo,,,weildler outside
7677,00:10:29:23,00:10:33:08,It must be a seductive song to change behavior,debe ser un canto seductor para cambiar la conducta,,,weildler outside
7678,00:10:33:08,00:10:34:20,"of human beings,","de los seres humanos,",,,weildler outside
7679,00:10:34:20,00:10:36:03,that's the role.,ese es el papel.,,,weildler outside
7680,00:10:36:03,00:10:39:03,"So, music and words are very linked,","Entonces, música y palabra está muy ligada,",,,weildler outside
7681,00:10:39:05,00:10:41:15,"but there is also harvest festival music,","pero también hay una música de la vendimia,",,,weildler outside
7682,00:10:41:15,00:10:42:19,"games,","juegos,",,,weildler outside
7683,00:10:42:19,00:10:44:10,"like the kaulayawa,","como el kaulayawa,",,,weildler outside
7684,00:10:44:10,00:10:47:10,"which are dances and harvest games,","que son danzas y juegos de las cosechas,",,,weildler outside
7685,00:10:48:06,00:10:53:05,"so the Sawawa, the Maashi, the Uotoroyoi.","de manera que el Sawawa, el Maashi, el Uotoroyoi",,,weildler outside
7686,00:10:53:05,00:10:56:05,"the Taliraai which is a vocal bow,","el Taliraai que es un arco vocal,",,,weildler outside
7687,00:10:56:18,00:11:01:22,"the Kasha or drum, the maraca that the Wayúu woman plays,","el Kasha o tambor, la maraca que toca  la mujer wayúu,",,,weildler outside
7688,00:11:01:22,00:11:04:22,"the shaman, allows her to ascend","la chamán, permite que ella ascienda",,,weildler outside
7689,00:11:05:04,00:11:06:22,towards the spirits,hacia los espíritus,,,weildler outside
7690,00:11:06:22,00:11:09:16,where they are located and find the assistance.,donde ellos se encuentran y encontrar la auxiliar.,,,weildler outside
7691,00:11:09:16,00:11:12:16,Then the music helps the shaman to heal and raise,Entonces la música ayuda a la chamán a curar y a subir,,,weildler outside
7692,00:11:12:23,00:11:15:16,to seek auxiliary spirits for connection.,a buscar a los espíritus auxiliares para la conexión.,,,weildler outside
7693,00:11:17:16,00:11:18:00,That's it,Eso es,,,weildler outside
7694,00:11:18:00,00:11:21:02,"a very important role.
Definitely.","un papel muy importante.
Sin duda.",,,weildler outside
7695,00:11:21:07,00:11:25:07,And something we haven't talked about yet is dance.,Y algo que todavía aún no hemos hablado es la danza,,,weildler outside
7696,00:11:25:20,00:11:28:09,"and dancing, what does it have to do with it?","y el baile, ¿que tiene que ver",,,weildler outside
7697,00:11:28:09,00:11:31:06,dancing with the Wayúu people?,el baile con la gente wayúu?,,,weildler outside
7698,00:11:31:06,00:11:33:14,The Wayúu have,Los wayúu tienen,,,weildler outside
7699,00:11:33:14,00:11:36:16,at least two dances that are very important.,por lo menos dos danzas que son muy importantes.,,,weildler outside
7700,00:11:36:23,00:11:39:17,"The Kaa'ulayawaa that is on the verge of extinction,","El Kaulayawa que está en vía de extinción,",,,weildler outside
7701,00:11:39:17,00:11:43:10,"that lasted days and days during the youth’s harvests,","que abarcaba días y días en las cosechas de jóvenes,",,,weildler outside
7702,00:11:43:19,00:11:46:17,which is more numerous and has games.,que es más numeroso y que tiene juegos.,,,weildler outside
7703,00:11:46:17,00:11:49:19,"And the Yonna, is a ritual dance that is played","Y la Yonna, es una danza ritual que se toca",,,weildler outside
7704,00:11:49:19,00:11:52:19,"with the drum when a dream occurs,","con el tambor con motivo del sueño,",,,weildler outside
7705,00:11:52:22,00:11:56:02,Or to celebrate the end of confinement for a girl,con motivo de la salida de una niña del encierro y,,,weildler outside
7706,00:11:56:02,00:11:59:15,"who is already a woman, with a prescription from a female shaman or","que ya es mujer, con prescripción de una mujer chamán o",,,weildler outside
7707,00:11:59:15,00:12:04:11,a shaman man. It is a ritual dance that mimes,un hombre chamán. Es una danza ritual que hace unas mímesis,,,weildler outside
7708,00:12:05:01,00:12:07:11,"of insects,","de los insectos,",,,weildler outside
7709,00:12:07:11,00:12:10:11,"a mimesis of birds, for example,","una mímesis de las aves, por ejemplo,",,,weildler outside
7710,00:12:10:20,00:12:13:20,and that the Wayúu man and women,y que el hombre y las mujeres wayúu,,,weildler outside
7711,00:12:13:21,00:12:15:16,perform during festive times.,ejecutan en momentos festivos.,,,weildler outside
7712,00:12:16:21,00:12:19:14,Her name is Yonna.,Se llama Yonna.,,,weildler outside
7713,00:12:19:14,00:12:22:01,Is that what we saw on Friday?,¿Es lo que vimos el viernes?,,,weildler outside
7714,00:12:22:01,00:12:24:18,On Friday they saw more of a Kaa'ulayawaa.,El viernes vieron más bien un Kaulayawa.,,,weildler outside
7715,00:12:32:12,00:12:37:07,I like how you started talking about the river.,Me gusta cómo empezó usted a contar del río.,,,weildler outside
7716,00:12:37:07,00:12:40:07,But I had also asked you about how,Pero también le había preguntado eso de como,,,weildler outside
7717,00:12:40:17,00:12:41:21,maybe it's the river.,tal vez es el río.,,,weildler outside
7718,00:12:41:21,00:12:45:21,Is there a non-human person that you have,¿Hay una persona no humano que tiene usted,,,weildler outside
7719,00:12:45:21,00:12:49:19,"a strong connection with, or a place?","una conexión fuerte, o un lugar?",,,weildler outside
7720,00:12:50:05,00:12:53:05,"A place, yes.","Un lugar, sí.",,,weildler outside
7721,00:12:53:12,00:12:56:12,There is a place called Pajara Turtles,Hay un lugar que se llama Las tortugas de Pajára,,,weildler outside
7722,00:12:57:04,00:12:59:15,"in Carrizal,","en Carrizal,",,,weildler outside
7723,00:12:59:15,00:13:03:01,where in the desert there are some rocks.,en donde en el desierto hay unas rocas.,,,weildler outside
7724,00:13:03:13,00:13:05:15,"Those rocks were the cattle,","Esas rocas eran el ganado,",,,weildler outside
7725,00:13:05:15,00:13:07:09,They are turtles that came out of the sea,son tortugas que salieron del mar,,,weildler outside
7726,00:13:07:09,00:13:09:18,and they became cattle.,y se convirtieron en ganado.,,,weildler outside
7727,00:13:09:18,00:13:12:03,The Wayuú took cattle from the sea.,Los wayú tomaron el ganado del mar.,,,weildler outside
7728,00:13:12:03,00:13:14:21,"They were turtles that transformed into cows,","Eran tortugas que se transformaban en vacas,",,,weildler outside
7729,00:13:14:21,00:13:17:11,"certain fish in goats and sheep,","ciertos peces en cabras y en ovejas,",,,weildler outside
7730,00:13:17:11,00:13:19:02,and that is why the Wayúu have cattle.,y por eso los wayúu tienen ganado.,,,weildler outside
7731,00:13:19:02,00:13:21:17,The origin of cattle for the Wayúu is there.,El origen del ganado para los wayúu está allí.,,,weildler outside
7732,00:13:22:18,00:13:23:21,One day,En algún momento,,,weildler outside
7733,00:13:23:21,00:13:26:21,"that the Wayúu took over the cattle,","ese día que los wayúu se hicieron al ganado,",,,weildler outside
7734,00:13:26:22,00:13:29:22,some turtles did not make it to the Sea,algunas tortugas no lograron llegar al mar,,,weildler outside
7735,00:13:30:09,00:13:33:01,and the sun rose and turned them into rocks.,y el sol salió y las convirtió en rocas.,,,weildler outside
7736,00:13:33:01,00:13:34:06,and in the distance,Y a lo lejos,,,weildler outside
7737,00:13:34:06,00:13:37:06,"It looks like cattle trying to return to the sea,","se ve como el ganado tratando de regresar al mar,",,,weildler outside
7738,00:13:37:07,00:13:38:05,it's a mirage,es un espejismo,,,weildler outside
7739,00:13:38:05,00:13:41:12,"In the desert, it looks like water and the rocks look like cattle.","en el desierto, se ve como agua y las rocas parecen ganado.",,,weildler outside
7740,00:13:41:23,00:13:44:16,"That place is called the Pajara turtles,","Ese lugar se llama las tortugas de Pajára,",,,weildler outside
7741,00:13:44:16,00:13:47:11,"but there are many other places, the Aalasü stone,","pero hay muchos otros lugares, la piedra de aalatsü,",,,weildler outside
7742,00:13:47:11,00:13:48:12,where are the emblems,dónde están los emblemas,,,weildler outside
7743,00:13:48:12,00:13:52:01,"of all the members of each clan in La Guajira,","claniles de todos los miembros de cada clan en La Guajira,",,,weildler outside
7744,00:13:52:16,00:13:55:16,It is a key place in Wayúu mythology.,Es un lugar clave en la mitología wayúu.,,,weildler outside
7745,00:13:56:13,00:13:59:07,"This wososopu, there is Wolunka","Esta wososopu, está Wolunka",,,weildler outside
7746,00:13:59:07,00:14:03:11,"the chair where she sang, the woman with the vagina dentata.","la silla donde ella cantaba, la mujer de la vagina dentada.",,,weildler outside
7747,00:14:04:00,00:14:06:08,"The Wayúu world is full of mythological places,","El mundo wayúu está lleno de lugares mitológicos,",,,weildler outside
7748,00:14:06:08,00:14:09:10,all with a very strong and imposing presence that,todos con una presencia muy fuerte e imponente que,,,weildler outside
7749,00:14:09:10,00:14:12:10,"When you arrive you feel in a solemn place,","cuando uno llega se siente en un lugar solemne,",,,weildler outside
7750,00:14:12:18,00:14:15:18,in a place that condenses time and memory.,en un lugar que condensa el tiempo y la memoria.,,,weildler outside
7751,00:14:16:09,00:14:17:19,Those are places,Esos son lugares,,,weildler outside
7752,00:14:18:18,00:14:19:08,who have a,que tienen una,,,weildler outside
7753,00:14:19:08,00:14:22:08,narrative structure and that tell us about the,estructura narrativa y que nos hablan de la,,,weildler outside
7754,00:14:22:10,00:14:23:20,history.,historia.,,,weildler outside
7755,00:14:23:20,00:14:27:14,"It always feels calm, this is so nice","Se siente siempre como tranquilo, esto es tan lindo",,,weildler outside
7756,00:14:27:14,00:14:28:19,here,aquí,,,weildler outside
7757,00:14:28:19,00:14:30:00,the river.,el río.,,,weildler outside
7758,00:14:31:00,00:14:32:22,Sadly it’s a bit dirty,Dolorosamente está un poco sucio,,,weildler outside
7759,00:14:32:22,00:14:35:15,it could be cleaner.,se podría tener más limpio.,,,weildler outside
7760,00:14:35:15,00:14:38:15,"Yes, to respect the river more,","Sí, para respetar más al río,",,,weildler outside
7761,00:14:39:03,00:14:41:23,but the city is like that.,pero la ciudad es así.,,,weildler outside
7762,00:14:41:23,00:14:44:13,How do you see that?,¿Usted qué tal ve eso?,,,weildler outside
7763,00:14:44:13,00:14:48:02,That clash between modernity,Ese choque entre la modernidad,,,weildler outside
