,Start Time,End Time,EN,ES,Highlight,Comments,Speaker,Interview
8864,00:01:14:14,00:01:16:23,in the Colombian Republic.,en la República de Colombia.,,,weildler,weildler inside
8865,00:01:16:23,00:01:18:00,Very good.,Muy bien.,,,weildler,weildler inside
8866,00:01:18:00,00:01:20:02,And,Y,,,weildler,weildler inside
8867,00:01:20:02,00:01:23:02,"well, for many years you have been","bueno, usted tiene muchos años",,,weildler,weildler inside
8868,00:01:23:02,00:01:26:02,working with the Wayúu and you are Wayúu as well.,trabajando con el wayúu y usted es wayúu también.,,,weildler,weildler inside
8869,00:01:26:12,00:01:29:15,Can you tell me a little about your family and your work?,¿Me puede contar un poco de su familia y de su trabajo?,,,weildler,weildler inside
8870,00:01:30:09,00:01:33:21,"Well, my family is originally from a pearl fishing","Bueno, mi familia es originaria de una región de pesca",,,weildler,weildler inside
8871,00:01:33:21,00:01:35:02,"region,","de perlas,",,,weildler,weildler inside
8872,00:01:35:02,00:01:38:04,"near El Cabo de la Vela, which is called Carrizal","cercana al Cabo de la Vela, que se llama Carrizal",,,weildler,weildler inside
8873,00:01:38:21,00:01:41:18,and our territory is called Manuyalu'u,"y el territorio nuestro se llama Manuyalu'u,",,,weildler,weildler inside
8874,00:01:41:18,00:01:45:21,which is a territory inhabited by my ancestors,que es un territorio habitado por mis antepasados,,,weildler,weildler inside
8875,00:01:46:09,00:01:49:09,since the end of the 19th century.,desde finales del siglo XIX.,,,weildler,weildler inside
8876,00:01:49:19,00:01:52:19,Okay.,Okey.,,,weildler,weildler inside
8877,00:01:54:12,00:01:55:07,And the work,Y el trabajo,,,weildler,weildler inside
8878,00:01:55:07,00:01:59:19,"that you have done, more than anything you are a teacher, but also","que usted ha hecho, más que todo es profesor, pero también",,,weildler,weildler inside
8879,00:02:00:01,00:02:02:21,"Have you done other things, other professions?","¿Ha hecho otras cosas, otras profesiones?",,,weildler,weildler inside
8880,00:02:02:21,00:02:05:21,"Yes, I have served as a public official","Sí, me he desempeñado como funcionario público",,,weildler,weildler inside
8881,00:02:06:08,00:02:08:01,"at least on two occasions,","por lo menos en dos oportunidades,",,,weildler,weildler inside
8882,00:02:08:01,00:02:10:12,"as Secretary of Indigenous Affairs,","como secretario de Asuntos Indígenas,",,,weildler,weildler inside
8883,00:02:10:12,00:02:13:09,"as governor in charge of La Güajira,","como gobernador encargado de La Guajira,",,,weildler,weildler inside
8884,00:02:13:09,00:02:16:14,"as director of the Colombian Caribbean Observatory,","como director del Observatorio del Caribe Colombiano,",,,weildler,weildler inside
8885,00:02:16:14,00:02:19:01,what is a research center,que es un centro de investigación,,,weildler,weildler inside
8886,00:02:19:01,00:02:22:01,and as manager of the Colombian Central Bank,y como gerente del Banco Central Colombiano,,,weildler,weildler inside
8887,00:02:22:03,00:02:24:05,in the “San Andrés” archipelago,en el archipiélago de San Andrés,,,weildler,weildler inside
8888,00:02:24:05,00:02:25:20,and in the La Güajira department.,y en el departamento de La Guajira.,,,weildler,weildler inside
8889,00:02:27:11,00:02:29:01,And,¿Y,,,weildler,weildler inside
8890,00:02:29:01,00:02:31:15,"well, as we have been talking","bueno, como hemos estado hablando",,,weildler,weildler inside
8891,00:02:31:15,00:02:34:23,the other day about the Wayuú’s ontology,el otro día de la ontología del wayú,,,weildler,weildler inside
8892,00:02:35:15,00:02:38:01,and nature,y de la naturaleza,,,weildler,weildler inside
8893,00:02:38:01,00:02:41:02,"of the earth, what relationship does it have?","de la tierra, ¿qué relación tiene?",,,weildler,weildler inside
8894,00:02:41:04,00:02:43:02,"I mean, we know it's no different,","O sea, sabemos que no es diferente,",,,weildler,weildler inside
8895,00:02:43:02,00:02:44:16,but explain that to me.,pero explicame eso.,,,weildler,weildler inside
8896,00:02:44:16,00:02:47:13,"well, the Wayuú have an ontological conception","bueno, los wayú tienen una concepción ontológica",,,weildler,weildler inside
8897,00:02:47:13,00:02:51:02,"in which we must first understand the notion of time,","en la cual hay que primero entender la noción de tiempo,",,,weildler,weildler inside
8898,00:02:51:21,00:02:52:20,they have a notion of time,tienen una noción,,,weildler,weildler inside
8899,00:02:52:20,00:02:55:21,"in which the substance of all life was humanity,","en que la sustancia de toda la vida era la humanidad,",,,weildler,weildler inside
8900,00:02:56:15,00:02:58:21,"the stars were human, the wind,","los astros eran humanos, los vientos,",,,weildler,weildler inside
8901,00:02:58:21,00:03:01:21,"the current hills, the animals,","los cerros actuales, los animales,",,,weildler,weildler inside
8902,00:03:02:23,00:03:04:07,the plants.,las plantas.,,,weildler,weildler inside
8903,00:03:04:07,00:03:07:14,"All these beings were human, there were social institutions","Todos esos seres eran humanos, había instituciones sociales",,,weildler,weildler inside
8904,00:03:08:01,00:03:10:15,and they communicated throughout human language.,y se comunicaban por la lengua humana.,,,weildler,weildler inside
8905,00:03:10:15,00:03:14:03,"There was already kinship, agriculture, weaving, music,","Ya había parentesco, agricultura, tejido, música,",,,weildler,weildler inside
8906,00:03:14:03,00:03:17:21,"war, all human institutions and practices.","guerra, todas las instituciones y prácticas humanas.",,,weildler,weildler inside
8907,00:03:17:21,00:03:20:17,"But the world was undifferentiated,","Pero el mundo estaba indiferenciado,",,,weildler,weildler inside
8908,00:03:20:17,00:03:23:17,"It had only one form, one substance.","Tenía una sola forma, una sola sustancia.",,,weildler,weildler inside
8909,00:03:23:18,00:03:26:12,Then comes a transformative,Luego viene un tiempo,,,weildler,weildler inside
8910,00:03:26:12,00:03:30:18,"time, several events shape the universe","transformativo, unos eventos que modelan el universo",,,weildler,weildler inside
8911,00:03:31:05,00:03:33:23,and all beings begin to change.,y todos los seres empiezan a cambiar.,,,weildler,weildler inside
8912,00:03:33:23,00:03:36:22,"Many humans become hills,","Muchos humanos se vuelven cerros,",,,weildler,weildler inside
8913,00:03:36:22,00:03:39:22,"others become plants, others become animals.","otros se vuelven plantas, otros se vuelven animales.",,,weildler,weildler inside
8914,00:03:40:14,00:03:41:15,"And in general,","Y en general,",,,weildler,weildler inside
8915,00:03:41:15,00:03:45:02,The only non-transformed beings are current humans.,los únicos seres no transformados son los humanos actuales.,,,weildler,weildler inside
8916,00:03:45:20,00:03:48:13,This morphological differentiation,Esa diferenciación morfológica,,,weildler,weildler inside
8917,00:03:48:13,00:03:51:08,allows us to move into the current world.,nos permite pasar al mundo actual.,,,weildler,weildler inside
8918,00:03:51:08,00:03:54:22,"However, those beings that today have a different form,","Sin embargo, esos seres que hoy tienen una forma distinta,",,,weildler,weildler inside
8919,00:03:54:22,00:03:57:22,"a different taxation,","una fiscalidad diferente,",,,weildler,weildler inside
8920,00:03:58:01,00:04:00:16,They retain a residual humanity,conservan una humanidad residual,,,weildler,weildler inside
8921,00:04:00:16,00:04:02:18,"and a point of view on the universe,","y un punto de vista sobre el universo,",,,weildler,weildler inside
8922,00:04:02:18,00:04:05:09,"because they were human in the past,","porque fueron humanos en el pasado,",,,weildler,weildler inside
8923,00:04:05:09,00:04:08:12,then they are fallen humans or ex-humans.,luego son humanos caídos o ex humanos.,,,weildler,weildler inside
8924,00:04:09:05,00:04:11:12,So they have a voice,¿Entonces ellos tienen una voz,,,weildler,weildler inside
8925,00:04:11:12,00:04:14:12,or do they have a story to tell?,o tienen una historia para contar?,,,weildler,weildler inside
8926,00:04:14:13,00:04:15:23,"They have a story to tell,","Tienen una historia para contar,",,,weildler,weildler inside
8927,00:04:15:23,00:04:18:23,but they no longer have human language to communicate.,pero ya no tienen la lengua humana para comunicarse.,,,weildler,weildler inside
8928,00:04:19:11,00:04:21:15,"They have a desire to show themselves in the world,","Tienen una voluntad de mostrarse en el mundo,",,,weildler,weildler inside
8929,00:04:21:15,00:04:24:11,"plants through flowering,","las plantas a través de la floración,",,,weildler,weildler inside
8930,00:04:24:11,00:04:27:19,"of fruiting, of expanding its leaves,","de la fructificación, de expandir sus hojas,",,,weildler,weildler inside
8931,00:04:28:03,00:04:31:05,"animals to act as such, to behave.","los animales de actuar como tal, de comportarse.",,,weildler,weildler inside
8932,00:04:32:09,00:04:33:06,and to them,Y a ellos,,,weildler,weildler inside
8933,00:04:33:06,00:04:35:16,"we owe them the transmission of knowledge,","les debemos la transmisión de conocimientos,",,,weildler,weildler inside
8934,00:04:35:16,00:04:37:00,to plants and humans,a plantas y humanos,,,weildler,weildler inside
8935,00:04:37:00,00:04:40:04,"weaving, agriculture, war,","el tejido, la agricultura, la guerra,",,,weildler,weildler inside
8936,00:04:40:15,00:04:43:14,"justice, rules.","la justicia, las normas.",,,weildler,weildler inside
8937,00:04:43:17,00:04:46:19,"Everything depends on those mythological beings,","Todo depende de esos seres mitológicos,",,,weildler,weildler inside
8938,00:04:47:06,00:04:50:09,"that live in the current world, but in the past","bueno que viven en el mundo actual, pero que en el pasado",,,weildler,weildler inside
8939,00:04:50:19,00:04:53:22,They were and continue to be our cosmic relatives.,fueron y siguen siendo nuestros parientes cósmicos.,,,weildler,weildler inside
8940,00:04:54:11,00:04:57:11,So can you talk a bit about that relationship that the Wayúu has,Entonces hable un poco de esa relación que tiene el wayúu,,,weildler,weildler inside
8941,00:04:58:08,00:05:01:08,with their own,con sus propios,,,weildler,weildler inside
8942,00:05:02:02,00:05:02:22,elements,elementos,,,weildler,weildler inside
8943,00:05:02:22,00:05:05:01,and characters.,y caracteres.,,,weildler,weildler inside
8944,00:05:05:01,00:05:07:08,How in referential time,Cómo en el tiempo referencial,,,weildler,weildler inside
8945,00:05:07:08,00:05:10:08,"called wayúu Sumaiwa (old) or wayuú Jumaiwa (old),","llamado wayúu Sumaiwa (antiguo) o wayú Jumaiwa (antiguo),",,,weildler,weildler inside
8946,00:05:11:01,00:05:13:15,"They were humans, they had clans,","ellos eran humanos, tenían clanes,",,,weildler,weildler inside
8947,00:05:13:15,00:05:16:12,"Therefore, today they also have clans.",por lo tanto hoy también tienen clanes.,,,weildler,weildler inside
8948,00:05:16:12,00:05:21:05,"So the jaguar, the cat, the wild pig,","Entonces el jaguar, el gato, el cerdo salvaje,",,,weildler,weildler inside
8949,00:05:22:00,00:05:25:00,"certain birds, certain bees","ciertas aves, ciertas abejas",,,weildler,weildler inside
8950,00:05:25:16,00:05:27:14,They have clans because they had them,tienen clanes porque los tenían,,,weildler,weildler inside
8951,00:05:27:14,00:05:30:14,"in the past, therefore they are still related.","en el pasado, por lo tanto siguen siendo parientes.",,,weildler,weildler inside
8952,00:05:31:04,00:05:34:18,"These clans not only refer to that time,","Esos clanes no sólo se refieren a ese tiempo,",,,weildler,weildler inside
8953,00:05:34:18,00:05:36:21,but social attributes,sino atributos sociales,,,weildler,weildler inside
8954,00:05:36:21,00:05:40:03,"like being numerous, being brave, being cunning,","como ser numeroso, ser valiente, ser astutos,",,,weildler,weildler inside
8955,00:05:40:13,00:05:43:22,"be meek, be hardworking, be united.","ser mansos, ser trabajadores, ser unidos.",,,weildler,weildler inside
8956,00:05:44:06,00:05:46:17,All those social attributes,Todos esos atributos sociales,,,weildler,weildler inside
8957,00:05:46:17,00:05:48:16,are shared by humans and animals,lo comparten humanos y animales,,,weildler,weildler inside
8958,00:05:48:16,00:05:52:02,"and it's a way of somehow organizing the world,","y es una forma de alguna manera de organizar el mundo,",,,weildler,weildler inside
8959,00:05:52:14,00:05:55:15,"but through a metonymic vision of the world,","pero a través de una visión metonímica del mundo,",,,weildler,weildler inside
8960,00:05:56:02,00:05:58:18,which is the sharing of social attributes.,que es el compartir atributos sociales.,,,weildler,weildler inside
8961,00:06:00:09,00:06:02:18,"We're going to talk more about that in a bit,","Vamos a hablar más de eso en un rato,",,,weildler,weildler inside
8962,00:06:02:18,00:06:03:19,but I also wanted,pero también quería,,,weildler,weildler inside
8963,00:06:03:19,00:06:07:23,"ask about the history of the people, that is","preguntar de la historia de la gente wayú, ósea",,,weildler,weildler inside
8964,00:06:08:06,00:06:11:12,"because I know that they were not colonized, they are the","porque yo sé que no fueron colonizados, son el",,,weildler,weildler inside
8965,00:06:11:13,00:06:14:18,only non-colonized people or nation.,único pueblo no colonizado o nación.,,,weildler,weildler inside
8966,00:06:15:11,00:06:16:22,"Yes, Wayuú are people that,","Si luego ellos son un pueblo,",,,weildler,weildler inside
8967,00:06:16:22,00:06:19:22,They are a maritime people from the Caribbean,un pueblo marítimo del Caribe,,,weildler,weildler inside
8968,00:06:20:03,00:06:23:00,That adopted cattle in the 16th century,que en el siglo XVI adoptó,,,weildler,weildler inside
8969,00:06:23:00,00:06:26:13,"They transition to pastoralism,","el ganado, hizo una transición hacia el pastoralismo,",,,weildler,weildler inside
8970,00:06:27:01,00:06:28:05,"from being hunters,","de ser cazadores,",,,weildler,weildler inside
8971,00:06:28:05,00:06:31:14,"fishermen, horticulturists, fruit collectors.","pescadores, horticultores, recolectores de frutas.",,,weildler,weildler inside
8972,00:06:32:00,00:06:35:16,This whole set of groups that today we call Wayuú,Todo este conjunto de grupos que hoy llamamos wayú,,,weildler,weildler inside
8973,00:06:36:06,00:06:39:15,They adopted cattle as a way of life,adoptaron la ganadería como forma de vida,,,weildler,weildler inside
8974,00:06:39:15,00:06:42:20,"and they took horses, donkeys, cows,","y tomaron caballos, asnos, vacas,",,,weildler,weildler inside
8975,00:06:42:20,00:06:46:14,goats and sheep and made a transition to pastoralism.,cabras y ovejas y hicieron una transición al pastoralismo.,,,weildler,weildler inside
8976,00:06:46:14,00:06:48:17,"A large part of the population,","Una gran parte de la población,",,,weildler,weildler inside
8977,00:06:48:17,00:06:51:19,a part of that population on the coast,una parte de esa población en el litoral,,,weildler,weildler inside
8978,00:06:52:07,00:06:55:18,were dedicated to fishing and therefore also,se dedicaba a la pesca y por lo tanto también,,,weildler,weildler inside
8979,00:06:55:18,00:07:00:06,"They appropriated navigation techniques, engines, fishing nets","apropiaron técnicas de navegación, motores, redes de pesca",,,weildler,weildler inside
8980,00:07:00:18,00:07:03:07,who were from the Western culture and so too,que eran de occidente y así también,,,weildler,weildler inside
8981,00:07:03:07,00:07:06:13,"They strengthened their economic activities on the coast,","fortalecieron sus actividades económicas en el litoral,",,,weildler,weildler inside
8982,00:07:06:23,00:07:10:12,"but they also crossed empires, they went to Jamaica,","pero también cruzaron imperios, fueron hasta Jamaica,",,,weildler,weildler inside
8983,00:07:10:22,00:07:13:00,"They went to the French keys,","fueron a los cayos franceses,",,,weildler,weildler inside
8984,00:07:13:00,00:07:16:00,"Traveled to the Dutch possessions of Aruba,","fueron las posesiones holandesas de Aruba,",,,weildler,weildler inside
8985,00:07:16:06,00:07:18:05,"Curaçao, Bonaire,","Curazao, Bonaire,",,,weildler,weildler inside
8986,00:07:18:05,00:07:21:04,throughout the Dutch Caribbean and other Caribbean ports.,todo el Caribe holandés y otros puertos del Caribe.,,,weildler,weildler inside
8987,00:07:21:12,00:07:23:05,This allowed them,Esto le permitió,,,weildler,weildler inside
8988,00:07:23:05,00:07:26:18,"cross several empires and have an open mind,","cruzar varios imperios y tener una mentalidad abierta,",,,weildler,weildler inside
8989,00:07:27:02,00:07:31:09,"conceive maps of the world, a very extensive geography,","concebir unos mapas del mundo, una geografía muy extensa,",,,weildler,weildler inside
8990,00:07:31:09,00:07:32:17,"very wide,","muy amplia,",,,weildler,weildler inside
8991,00:07:32:17,00:07:36:01,and see the world beyond the jurisdiction of,y ver el mundo más allá de la jurisdicción de,,,weildler,weildler inside
8992,00:07:36:01,00:07:37:07,the Spanish monarchy.,la monarquía española.,,,weildler,weildler inside
8993,00:07:38:07,00:07:41:07,That is why they are trans-imperial historical subjects.,Por eso son sujetos históricos trans imperiales.,,,weildler,weildler inside
8994,00:07:41:15,00:07:44:03,When they arrive to the Colombian Republic,Cuando llegan a la República de Colombia,,,weildler,weildler inside
8995,00:07:44:03,00:07:46:14,These ties were cut,estos nexos fueron cortados,,,weildler,weildler inside
8996,00:07:46:14,00:07:47:03,and the wayuú,y los wayú,,,weildler,weildler inside
8997,00:07:47:03,00:07:50:20,"were trapped in their peninsula, circumscribed","quedaron encerrados en su península, circunscritos",,,weildler,weildler inside
8998,00:07:51:05,00:07:54:05,to the jurisdiction of the Republic of Colombia.,a la jurisdicción de la República de Colombia.,,,weildler,weildler inside
8999,00:07:56:02,00:07:56:19,Interesting.,Interesante.,,,weildler,weildler inside
9000,00:07:56:19,00:07:59:20,"And before that, I think I had also read that never","Y antes de eso, yo creo que también había leído que nunca",,,weildler,weildler inside
9001,00:07:59:20,00:08:02:22,"were conquered or colonized.
The Wayuú were not","fueron conquistados o colonizados.
Los wayú no",,,weildler,weildler inside
9002,00:08:02:22,00:08:03:22,"subjugated,","fueron sometidos,",,,weildler,weildler inside
9003,00:08:03:22,00:08:06:23,They always rebelled against any form,se rebelaron siempre contra cualquier forma,,,weildler,weildler inside
9004,00:08:06:23,00:08:10:00,Of limitation to their political autonomy.,de limitar su autonomía política.,,,weildler,weildler inside
9005,00:08:10:12,00:08:14:09,"To give an example, in 1769","Para dar un ejemplo, en 1769",,,weildler,weildler inside
9006,00:08:15:11,00:08:18:11,They revolted against the Spanish crown on May 2,se alzaron contra la corona española el 2 de mayo,,,weildler,weildler inside
9007,00:08:18:19,00:08:21:19,"and in a war that lasted more than four years,","y en una guerra que duró más de cuatro años,",,,weildler,weildler inside
9008,00:08:21:20,00:08:23:10,"They burned many Spaniards villages,",quemaron muchos poblados,,,weildler,weildler inside
9009,00:08:23:10,00:08:27:12,"defeated the Spanish military forces,","españoles, derrotaron a las fuerzas militares españolas,",,,weildler,weildler inside
9010,00:08:27:23,00:08:30:23,"They killed missionaries, they destroyed churches","dieron muerte a misioneros, derrumbaron iglesias",,,weildler,weildler inside
9011,00:08:31:07,00:08:34:16,and that is known as the May 69 uprising.,y eso se conoce como el alzamiento de mayo del 69.,,,weildler,weildler inside
9012,00:08:35:07,00:08:37:16,In 1752,En 1752,,,weildler,weildler inside
9013,00:08:37:16,00:08:38:09,they had done,habían hecho,,,weildler,weildler inside
9014,00:08:38:09,00:08:39:09,formal agreements,acuerdos formales,,,weildler,weildler inside
9015,00:08:39:09,00:08:40:19,with the Republic of Holland,con la República de Holanda,,,weildler,weildler inside
9016,00:08:40:19,00:08:42:20,to protect Dutch trade,para proteger el comercio holandés,,,weildler,weildler inside
9017,00:08:42:20,00:08:45:23,"In the güajiro ports, they were historical subjects","en los puertos guajiros,eran sujetos históricos",,,weildler,weildler inside
9018,00:08:46:14,00:08:49:14,"collectives, capable of protecting their territory.","colectivos, capaces de proteger su territorio.",,,weildler,weildler inside
9019,00:08:49:21,00:08:52:21,"So, this people have been a people that has","Entonces, este pueblo ha sido un pueblo",,,weildler,weildler inside
9020,00:08:53:01,00:08:55:06,resisted those forms of external domination,que ha resistido ese tipo de dominación externa.,,,weildler,weildler inside
9021,00:08:57:12,00:09:01:07,Today it has two republics that control its territory,Hoy en día tiene dos repúblicas que controlan su territorio,,,weildler,weildler inside
9022,00:09:01:07,00:09:04:10,"and they divided it, which are Venezuela and Colombia.","y lo dividieron, que son la de Venezuela y la de Colombia.",,,weildler,weildler inside
9023,00:09:07:08,00:09:10:04,And,Y,,,weildler,weildler inside
9024,00:09:10:04,00:09:13:04,"following that, that is, as","siguiendo eso, o sea, como",,,weildler,weildler inside
9025,00:09:15:05,00:09:16:13,,"se,",,,weildler,weildler inside
9026,00:09:16:13,00:09:20:05,"well, can you tell me a little about your justice system?","bueno, me puede hablar un poco de su sistema de justicia",,,weildler,weildler inside
9027,00:09:20:08,00:09:23:00,with the palabrero.,con el palabrero.,,,weildler,weildler inside
9028,00:09:23:00,00:09:25:01,The Wayúu have a justice system,Los wayúu tienen un sistema de justicia,,,weildler,weildler inside
9029,00:09:25:01,00:09:27:01,based on rhetoric,basado en la retórica,,,weildler,weildler inside
9030,00:09:27:01,00:09:30:01,and in persuasion and compensation.,y en la persuasión y en la compensación.,,,weildler,weildler inside
9031,00:09:30:15,00:09:34:17,"Any physical offense, any aggression or any moral affront","Toda falta física, toda agresión o toda afrenta moral",,,weildler,weildler inside
9032,00:09:35:03,00:09:37:19,"that one person causes another, voluntary","que una persona le cause a otra, voluntaria",,,weildler,weildler inside
9033,00:09:37:19,00:09:40:19,"or involuntarily, must be compensated.","o involuntariamente, debe ser compensada.",,,weildler,weildler inside
9034,00:09:41:01,00:09:43:22,"This compensation is not requested directly,","Esta compensación no se solicita directamente,",,,weildler,weildler inside
9035,00:09:43:22,00:09:46:22,"but through specialists, called Pütchipü","sino a través de especialistas, llamado Pütchipü",WHITE (8),,weildler,weildler inside
9036,00:09:47:03,00:09:49:21,"or palabrero, and the compensation","o palabrero, y la compensación",,,weildler,weildler inside
9037,00:09:49:21,00:09:51:08,"is not delivered to the victim,","no se entrega a la víctima,",,,weildler,weildler inside
9038,00:09:51:08,00:09:53:15,but to the relatives of the victim.,sino a los parientes de la víctima.,,,weildler,weildler inside
9039,00:09:53:15,00:09:56:13,"This norm is called sukuaipa wayuu, which means","Esta norma se llaman sukuaipa wayuu, que quieren decir",,,weildler,weildler inside
9040,00:09:56:13,00:09:59:13,"the güajiro way of doing things,","a la manera guajira de hacer las cosas,",,,weildler,weildler inside
9041,00:09:59:14,00:10:02:13,"and these elements that are given are cattle,","y estos elementos que se entregan son ganado,",,,weildler,weildler inside
9042,00:10:02:13,00:10:05:13,"necklaces, animals, and weapons.","collares, animales y armas.",,,weildler,weildler inside
9043,00:10:05:15,00:10:06:23,"Lately money,","Últimamente dinero,",,,weildler,weildler inside
9044,00:10:06:23,00:10:09:01,but money was not in the tradition,pero no estaba en la tradición el dinero,,,weildler,weildler inside
9045,00:10:09:01,00:10:12:05,"Where money is involved, it goes like cattle or like a necklace.",cuando va el dinero va como ganado o como collar.,,,weildler,weildler inside
9046,00:10:13:01,00:10:16:01,Did they use barter a lot?,¿Usaban mucho el trueque?,,,weildler,weildler inside
9047,00:10:16:01,00:10:17:15,They exchanged things,"Intercambiaban cosas,",,,weildler,weildler inside
9048,00:10:17:15,00:10:21:07,"but also the money, because the Wayúu first","pero también el dinero, porque los wayúu primero",,,weildler,weildler inside
9049,00:10:21:19,00:10:24:22,"They exported pearls, they exchanged pearls for weapons,","exportaron perlas, trocaron perlas por armas,",,,weildler,weildler inside
9050,00:10:24:22,00:10:27:22,"for food, for fabric, for metal objects,","por alimentos, por tela, por objetos de metal,",,,weildler,weildler inside
9051,00:10:28:03,00:10:29:12,"Brazilwood,","palo Brasil,",,,weildler,weildler inside
9052,00:10:29:12,00:10:33:08,"cowhide, cattle with the English, a lot of cattle","cuero de res, ganado con los ingleses, mucho ganado",,,weildler,weildler inside
9053,00:10:34:10,00:10:37:02,"divi-divi, and other elements,","y otros elementos dividivi,",,,weildler,weildler inside
9054,00:10:37:02,00:10:40:04,all this until the 19th and early 20th centuries.,todo esto hasta el siglo XIX y principios del XX.,,,weildler,weildler inside
9055,00:10:41:07,00:10:44:07,And you told me that your family,¿Y me dijo que la familia de usted,,,weildler,weildler inside
9056,00:10:44:10,00:10:47:04,did they start with that pearl collecting?,¿empezaron con esa recolección de perlas?,,,weildler,weildler inside
9057,00:10:47:04,00:10:49:03,"Is that still going on?
No.","¿Eso todavía sigue?
No.",,,weildler,weildler inside
9058,00:10:49:03,00:10:52:04,Pearls were very important in life in La Güajira,"Las perlas fueron muy importante en la vida, en la Guajira",,,weildler,weildler inside
9059,00:10:52:14,00:10:56:21,"in the 16th, 17th, 18th, 19th and early 20th centuries,","en los siglos XVI, XVII, XVIII, XIX y principios del XX,",,,weildler,weildler inside
9060,00:10:57:06,00:11:00:11,"but the Japanese introduced pearl farming,","pero los japoneses introdujeron el cultivo de perlas,",,,weildler,weildler inside
9061,00:11:00:19,00:11:03:19,"with which the pearl dived,","con lo cual la perla buceada,",,,weildler,weildler inside
9062,00:11:04:13,00:11:07:05,"which was already more difficult to obtain, which required","que ya era más difícil de obtener, que requería",,,weildler,weildler inside
9063,00:11:07:05,00:11:10:05,"a lot of human effort and not the cultivated one,","mucho esfuerzo humano y no la cultivada,",,,weildler,weildler inside
9064,00:11:10:18,00:11:13:13,fell somehow as an activity,cayó de alguna manera como actividad,,,weildler,weildler inside
9065,00:11:13:13,00:11:17:18,"and therefore today the Wayuú do not fish for pearls,","y por lo tanto hoy en día los wayú no pescan perla,",,,weildler,weildler inside
9066,00:11:17:18,00:11:20:09,although the pearl banks are,aunque los bancos perleros están,,,weildler,weildler inside
9067,00:11:20:09,00:11:23:01,full in La Güajira’s sea.,llenos en el mar de La Guaira.,,,weildler,weildler inside
9068,00:11:23:01,00:11:23:20,"Interesting,","Interesante,",,,weildler,weildler inside
9069,00:11:23:20,00:11:26:20,didn't know that.,no sabía eso.,,,weildler,weildler inside
9070,00:11:27:09,00:11:30:09,"Well,","Bueno,",,,weildler,weildler inside
9071,00:11:30:18,00:11:31:18,can you talk to me,¿me pueden hablar,,,weildler,weildler inside
9072,00:11:31:18,00:11:35:15,a bit about dreams and the importance they have,un poco de los sueños y la importancia que tienen,,,weildler,weildler inside
9073,00:11:35:15,00:11:36:20,dreams in the Wayúu culture?,los sueños en la cultura wayúu?,,,weildler,weildler inside
9074,00:11:37:22,00:11:40:22,Dreams are prescriptive in the Wayúu world.,Los sueños son prescriptivos en el mundo wayúu.,,,weildler,weildler inside
9075,00:11:41:05,00:11:43:06,"It's called Lapü,","Se llama Lapü, Lapü,",,,weildler,weildler inside
9076,00:11:43:06,00:11:47:12,"Lapü is a character, he generates the dream","es un personaje, es un ser que él mismo genera",,,weildler,weildler inside
9077,00:11:47:12,00:11:51:09,"Himself. He’s so powerful that when cultural heroes,","el sueño. Es tan poderoso que cuando los héroes culturales,",,,weildler,weildler inside
9078,00:11:51:09,00:11:52:17,Wayúu semi-divine figures,las figuras semidivinas,,,weildler,weildler inside
9079,00:11:52:17,00:11:56:00,"like Maleiwa dream, they have to obey the dream.","wayúu como Maleiwa, sueñan, tienen que obedecer el sueño.",,,weildler,weildler inside
9080,00:11:56:15,00:12:00:13,So dreams are instructions for every living being.,Entonces el sueño es una orden para todo ser viviente.,,,weildler,weildler inside
9081,00:12:00:13,00:12:01:23,It is not discussed.,No se discute.,,,weildler,weildler inside
9082,00:12:01:23,00:12:05:01,"The dream can order the sacrifice of animals,","El sueño puede ordenar el sacrificio de unos animales,",,,weildler,weildler inside
9083,00:12:05:17,00:12:07:15,sleep can order confinement,el sueño puede ordenar el encierro,,,weildler,weildler inside
9084,00:12:07:15,00:12:10:06,"of some people, rituals,","de algunas personas, rituales,",,,weildler,weildler inside
9085,00:12:10:06,00:12:12:20,different decisions and you have to obey them.,diferentes decisiones y hay que obedecerle.,,,weildler,weildler inside
9086,00:12:12:20,00:12:15:14,"Dream governs much of Wayúu life,","El sueño gobierna mucho de la vida wayúu,",,,weildler,weildler inside
9087,00:12:15:14,00:12:17:21,the dreamlike is fundamental.,lo onírico es fundamental.,,,weildler,weildler inside
9088,00:12:17:21,00:12:20:19,One wayúu can ask the other,Un wayúu le puede preguntar al otro,,,weildler,weildler inside
9089,00:12:20:19,00:12:21:12,the next day,al otro día,,,weildler,weildler inside
9090,00:12:21:12,00:12:24:12,"When they wake up, “what did you dream of?” instead of “good morning!”","al despertar, no buenos días, sino ¿qué soñaste?",,,weildler,weildler inside
9091,00:12:25:14,00:12:27:06,Nice.,Lindo.,,,weildler,weildler inside
9092,00:12:27:06,00:12:31:15,And that brings me a bit to the idea of a world,Y eso me lleva un poco a la idea de como un mundo,,,weildler,weildler inside
9093,00:12:32:07,00:12:35:07,Nazu versus the Ulazu,Nazu versus el Ulazu,,,weildler,weildler inside
9094,00:12:35:19,00:12:38:19,how the visible and non-visible world.,cómo el mundo visible y  el no visible.,,,weildler,weildler inside
9095,00:12:38:23,00:12:40:16,"Yes, it's because the dream","Sí, es porque el sueño",,,weildler,weildler inside
9096,00:12:40:16,00:12:43:16,"It is a bridge that allows us to communicate,","es un puente que nos permita comunicarnos,",,,weildler,weildler inside
